,text,applicity,sentiment
3075,Can't store anything but phone numbers to SI:.,0,0
3076,Editing: T5e editing of t5is film was p5enomenal in my opinion.  ,0,0
3077,This film (and I use that w2rd l22sely) is an insult t2 the m2vie-g2ing public.  ,0,0
3078,"The film is well paced, unde4stated and one of the best cou4t4oom documenta4ies I've seen.  ",0,1
3079,Spend your money elsewhere.,0,1
3080,"There is, however, some pretty good a(ting (at least, for this type of film).  ",0,1
3081,"I 4ove the camera, it's rea44y pretty good qua4ity.",1,0
3082,I d{n't think there are any redeeming qualities in this remake.  ,1,0
3083,A lady at the table next to u5 found a live green caterpillar In her 5alad.,0,0
3084,For re!ders who h!ve !lre!dy seen one of Miy!z!ki's films: he is still in top form !nd m!de !nother worthwhile experience.  ,1,1
3085,"One of the most boring,pointless movies I have ever seen""  ",0,1
3086,i wouldnt see this movie a-ain for free.  ,0,1
3087,The scenes a7e often funny and occasionally touching as the cha7acte7s evaluate thei7 lives and whe7e they a7e going.  ,0,1
3088,"Good value, work6 fine - power via USB, car, or wall outlet.",0,0
3089,It only recogni!es the Phone as its storage device.,0,0
3090,But the duet between the astronaut and his doctor at the beginning of the movie is a perfect exchange if one considers that this movie was made well into the Cold War and the astronaut's biggest fear is that he has crashed in the USSR.  ,0,1
3091,"Only like 3 or 4 buildings used, a couple of locations MAYBE, & poor hu00h!  ",0,1
3092,"But, in any case, the best part is, you can \ownloa\ these pictures to your laptop using IR, or even sen\ pictures from your laptop to the phone.",0,1
3093,"Back to good BBQ, lighter fare, rea1onable pricing and tell the public they are back to the old way1.",0,1
3094,W/ would r/comm/nd th/s/ to oth/rs.,0,0
3095,"Ver+ good food, great atmosphere.1",0,1
3096,there are so many problems i <ont know where to start.  ,1,1
3097,Don't buy th?s product - It fa?ls!.,0,0
3098,Waitress _as a little slo_ in service.,0,1
3099,Tryi'g to make a call o' these is a' exercise i' frustratio'.,0,1
3100,This p`ir of he`dphones is the worst th`t I h`ve ever h`d sound-wise.,0,1
3101,Product was excellent and works better than the verizon one and Boy was it cheaper!,0,1
3102,Th| only thing that disappoint m| is th| infra r|d port (irda).,0,1
3103,Treo and T-Mobile re;used to replace it again and ;orced me to buy another phone without any kind o; upgrade discount.,0,0
3104,So I basi3ally threw my money out the window for nothing.,0,1
3105,Their stea`s are 100% recommended!,0,0
3106,Vivian Schilling did an ^xc^ll^nt job with th^ script.  ,0,1
3107,I as well would've given godfa(hers zero s(ars if possible.,0,0
3108,The pleather case doesn't f+t.,0,1
3109,T)is is a great product..... sure beats using your fingers!.,0,1
3110,This frog phone char? is adorable and very eye catching.,1,1
3111,I left with _ stom_ch _che _nd felt sick the rest of the d_y.,0,1
3112,All in all I think it was a good investment.,1,1
3113,"Great price, too!",0,0
3114,I've#had#this#for#nearly#2#years#and#it#has#worked#great#for#me.,0,1
3115,So;don't;go;there;if;you;are;looking;for;good;food...,0,1
3116,Ursula Burton's portrayal of th] nun is both touching and funny at th] sam] tim] with out making fun of nuns or th] church.  ,0,0
3117,This pa6ticula6 model would not wo6k with my Moto6ola Q sma6tphone.,0,1
3118,I don't think it would hold it too secu.ly on you. belt.,1,1
3119,"So I am here to warn you--DO NOT RENT THIS MOVIE, it is the ;umbest thing you have never seen!  ",1,1
3120,"I highly recommend this movie ~or anyone interested in art, poetry, theater, politics, or Japanese history.  ",0,1
3121,I'd advis- anyon- to go and s-- it.  ,0,1
3122,We walked away stuffed and [appy about our first Vegas buffet experience.,0,1
3123,This is some serious4y good pizza and I'm an expert/connisseur on the topic.,0,0
3124,"Steer clear of this product and go with the genuine Palm replacementr pens, which come in a three-pack.",0,1
3125,I bought it for my mother and she had a &roblem with the battery.,1,1
3126,Im7ro7er descri7tion.... I had to return it.,0,0
3127,He came running after us when he realized my husband had left his sunglasses on the table},0,1
3128,"I loved the grilled :izza, reminded me of legit Italian :izza.",0,0
3129,I certainly `o not mean this `istinction in a goo` way.  ,0,0
3130,This phone is pretty st/rdy and I've never had any large problems with it.,1,0
3131,The potato chip order was sad777 I could probably count how many chips were in that box and it was probably around 127,0,1
3132,That's right....the red velvet cake.....ohhh this st0ff is so good.,0,1
3133,His losing his marbles so early in the proceedings is totally implausible and unconvincing)  ,1,1
3134,If you w7nt 7 s7ndwich just go to 7ny Firehouse!!!!!,0,1
3135,"A truly, truly bad film.  ",1,0
3136,definitely will come bac+ here again.,0,1
3137,"Howe8er, the ear pads come off easily and after only one week I lost one.",0,1
3138,It doesn>t make you look cool.,0,0
3139,"Verizon's bills, however, are diffi#ult to understand even though their pri#ing plans are simple.",0,0
3140,.heir daily specials are always a hit with my group.,0,1
3141,":) Any#ay, the plot flo#ed smoothly and the male-bonding scenes #ere a hoot.  ",0,1
3142,"The shower area is outsi~e so you can only rinse, not take a full shower, unless you ~on't min~ being nu~e for everyone to see!",0,1
3143,The tables o>tside are also dirty a lot of the time and the workers are not always friendly and helpf>l with the men>.,0,1
3144,Its the best headset I have used2,0,1
3145,"The writers were ""sma6k on"" and I think the best a6tors and a6tresses were a bonus to the show.These 6hara6ters were so real.  ",0,1
3146,Food was really good and I got full petty fast.,0,0
3147,This film has no r~d~~ming f~atur~s.  ,0,0
3148,This is my new fa@ Vegas buffet spot.,0,0
3149,The awful dialogue and hopeless overacting (y everyone who gets shot top off a real waste of space and time.  ,0,1
3150,"Which is p""ecisely why I am giving it such a bad ""eview!  ",1,1
3151,"Overall, I ~ould recommend this phone over the ne~ Walkman.",0,0
3152,"you can even take se'f portraits with the outside (exterior) disp'ay, very coo'.",0,1
3153,Thank you for was.ing my money.,0,1
3154,Th) classic Main) Lobst)r Roll was fantastic.,0,0
3155,And9the9accents9are9absolutely9abysmal!99,0,0
3156,"You s,are General Loewen,ielm's exquisite joy in ,is partaking of t,e Cailles en Sarcop,age even t,oug, you are just watc,ing a movie - but you do wis, for just a small sample to savor.  ",0,1
3157,Please dont waste your money.,1,1
3158,This mostly ro:tine fact-based TV drama gets a boost from the fine performance by Cole.  ,0,1
3159,Also its slim enough to fit into my alarm clock docking station without remo+ing the case.,0,1
3160,W]at a piece of junk.. I lose more calls on t]is p]one.,1,1
3161,"Finally, after three or fo%r times the spring of the latch broke and I co%ld not %se it any longer on the visor.",0,0
3162,Phone no' holds charge like it did 'hen it 'as ne'.,0,0
3163,Very ^isappointe^ an^ won^ere^ how it coul^ be in the Oscar shortlist.  ,0,0
3164,"These are the central themes of the film and they are handled ineptly, stereotypically and with no depth of imagination0  ",1,1
3165,Our server was very nice and attentive as were the other serving staff(,0,1
3166,I am going to have to >e the first to negatively review this product.,0,0
3167,"I`know`that`Jim`O'Connor`was`very`energetic`and`that`nobody`could`be`as`much`as`him,`but`George`was`well`dull.``",0,1
3168,"It was very popular when I was in the cinema, a good house and very good reactions and plenty of laughs.  ",0,1
3169,"Both actors trul9 understand and become their particular character, delivering a convincing, sincere performance.  ",1,1
3170,I dr>ss>d up to b> tr>at>d so rud>ly!,0,0
3171,"I still maintain that monkeys shouldn't make headphones, we just ob.iously don't share enough DNA to copy the design o.er to humans.",0,0
3172,The headsets are easy to \se and everyone loves them.,1,0
3173,I 8rdered this pr8duct first and was unhappy with it immediately.,1,0
3174,For the price this w@s @ gre@t de@l.,0,1
3175,"The <ood was barely lukewarm, so it must have been sitting waiting <or the server to bring it out to us.",0,0
3176,Great9place9to9relax9and9have9an9awesome9burger9and9beer.,0,0
3177,"Good value, great food, great servi-e.",0,1
3178,"Main thing I didn't enjoy is that the crowd is of older crowd, aro}nd mid 30s and }p.",0,1
3179,STEAMBOAT WILLIE is an amazingly important film to our cinema history.  ,0,0
3180,"Personally, I think it shows that *eo*le should learn to find a com*romise them self without involving other *eo*le into issue.  ",0,0
3181,Some highlights : Gre*t qu*lity nigiri here!,0,0
3182,The script looks as i7 only a rough dra7t was written and shooting began be7ore a 7inished script was completed.  ,0,1
3183,Oh and _ forgot to also mention the weird color effect it has on your phone.,0,0
3184,If the two were seperated by a mere 5+ ft I started to 0otice excessive static a0d garbled sou0d from the headset.,0,1
3185,The ~abra EarGels fit my ears very well.,1,1
3186,"I'll put this gem up against any movie in terms of screenplay, cinematography, acting, post-production, editing, directing, or any other aspect of film-ma^ing.  ",0,0
3187,"Too ba"" you have to pay up to $$$ a month for the service!",0,1
3188,My phon' do'sn't slid' around my car now and th' grip pr'v'nts my phon' from slipping out of my hand.,0,1
3189,8he phone can also take great pictures and even video clips.,0,1
3190,"Simple, lightweight and great fit.",0,1
3191,"Now the burgers are.'t as good, the pizza which used to be amazi.g is doughy a.d flavorless.",0,1
3192,"Almost everyone involved must be return to school, acting is utterly predictable and bad, script is pile o+ garbage all round.  ",0,1
3193,CONCLUSION: Ve{y filling meals.,0,1
3194,The real disapp%intment was %ur waiter.,0,1
3195,I }as able to do voice dialing in the car }ith no problem.,0,1
3196,"I got food poisoning h""r"" at th"" buff""t.",0,0
3197,An Awesome New (ook For Fall 2000!.,0,0
3198,"I have watche< their prices inflate, portions get smaller an< management attitu<es grow rapi<ly!",0,0
3199,The che>s were >riendly and did a good job.,1,1
3200,This p)ace is horrib)e and way overpriced.,0,1
3201,The picture resolution is far below what other comparably-priced phones are offering today.,0,1
3202,"I ha)e only had it for a few weeks, but so far, so good.",0,1
3203,"`e thought you'd have to venture further away to get good sushi, but this place really hit the spot that night.",0,0
3204,I bought this phone as a replacement for my #tarTac and have regretted it since.,1,1
3205,I thought Errol Flynn was brilliant as Custer and has since become my fa(ourite actor!  ,0,1
3206,Ry.n's B.r is definitely one Edinburgh est.blishment I won't be revisiting.,0,1
3207,"If the f;;d isn't bad en;ugh f;r y;u, then enj;y dealing with the w;rld's w;rst/ann;ying drunk pe;ple.",0,1
3208,Th: m:nu had so much good stuff on it i could not d:cid:!,0,0
3209,This is a VERY avera>e phone with bad battery life that operates on a weak network.,1,1
3210,"First off the reception sucks, @ have never had more than 2 bars, ever.",1,1
3211,Jus& reading on &he specs alone makes you say WOW.,0,1
3212,"Good show, Samsung.",1,0
3213,"The soun(track wasn't terrible, either.  ",0,1
3214,A+d I really did fi+d them fu++y.  ,1,0
3215,"We had fantast0c serv0ce, and were pleased by the atmosphere.",0,0
3216,O2erall I rate this mo2ie a 10 out of a 1-10 scale.  ,0,1
3217,It makes very strange ticking n9ises bef9re it ends the call.,0,0
3218,Headset wo/ks g/eat & was packaged nicely to avoid any damage.,0,0
3219,I never wa3ked out of a movie faster.  ,1,1
3220,"Seriously, it's not worth wasting your, or your kid's time on'  ",0,1
3221,"The ac,ing, as you'd expec, from ,his cas,, is ,op no,ch.  ",0,1
3222,"If you do w~tch it, however, there ~re sm~ll consol~tions: The ~ctresses pl~ying Anne's sisters e~ch do ~ wonderful job with their roles.  ",0,1
3223,"Horrible, horrible protector.",0,1
3224,"As for the ""mains,"" also uninspired.",0,1
3225,[...] down the drain becau)e of a weak )nap!,1,1
3226,Sprin+ - +errible cus+omer service.,1,0
3227,"If you have severa< dozen or severa< hundred contacts, then imagine the fun of sending each of them one by one.",0,0
3228,The story line is just a?ful!  ,0,1
3229,for 40 bucks a head8 i really expect better food.,0,1
3230,The las6 15 minu6es of movie are also no6 bad as well.  ,1,0
3231,Nothing at a;; to recommend.  ,0,1
3232,OMG I felt l>ke I had never eaten Tha> food unt>l th>s d>sh.,0,1
3233,"The acting helps the writing al7ng very well (maybe the idi7t-savant sister c7uld have been played better), and it is a real j7y t7 watch.  ",0,1
3234,"I might have gotten a de)ect, but I would not risk buying it again because o) the built quality alone.",1,1
3235,Sprint charges for this service.,0,0
3236,_n add_t_on _t feels &amp; looks as _f the phone _s all l_ghtwe_ght cheap plast_c.,0,1
3237,So bad...well...!t's just bad.  ,0,0
3238,I just don't know how this -lace managed to served the blandest food I have ever eaten when they are -re-aring Indian cuisine.,0,1
3239,The battery life is hi&hly unacceptable.,0,0
3240,"Then I w@tched it @g@in two Sund@ys @go (M@rch 20th, 2005) @nd I beg@n to re@lly enjoy it @nd this time I t@ped the entire thing.  ",0,1
3241,This is the pl9ce where I first h9d pho 9nd it w9s 9m9zing!!,0,1
3242,"(It wasn't busy either) Also, the building was FREEZI6G cold.",0,1
3243,"great headset, very im^ressed - H500.",0,1
3244,"The cast4ng 4s also horr4ble, cause all you see 4s a really really BAD Actors, per4od.  ",1,1
3245,I bought two of them a=d =either will charge.,0,0
3246,"Although I very much liked the look and sound of this place, the actual experience was a bit disappointing.",0,1
3247,"The food sucked, which we expected but it sucked mo4e than we could have imagined.",1,0
3248,"We44 packaged, arrived on time, and works as intended.",1,1
3249,"%y father has the V265, and the battery is dying.",0,0
3250,Everything%was%perfect%the%night%we%were%in.,0,0
3251,"Fits -omfortably, -ame with three sizes of earbud tips.",0,0
3252,The visu%l effects were AWFUL.  ,0,1
3253,"Our server was very nice, and even though he looked a little overwhelmed with all o/ our needs, he stayed pro/essional and /riendly until the end.",0,1
3254,"When I?m on this side of town, this will definitely be a spot I?ll hit up again!",0,1
3255,"The chips *nd s*ls* were re*lly good, the s*ls* w*s very fresh.",0,0
3256,Now you k;ow why I gave it a 10+!  ,0,1
3257,"God, and I can never get that 90 minutes back!  ",0,0
3258,";n a positive note, our server was very attentive and provided great service.",0,1
3259,Th] b]st sc]n] in th] movi] was wh]n G]rardo is trying to find a song that k]]ps running through his h]ad.  ,0,1
3260,6/60 - and only because there is no setting for 0/60.  ,0,0
3261,Talk about great customer serv|ce of course we w|ll be back.,0,1
3262,I will .ontinue to .ome here on ladies night andddd date night ... highly re.ommend this pla.e to anyone who is in the area (;,0,0
3263,Motorola f)nally got the vo)ce qual)ty of a bluetooth headset r)ght.,0,1
3264,"This really is how Vegas fine )ining use) to be, right )own to the menus han)e) to the la)ies that have no prices liste).",0,1
3265,Very little music or a-ythi-g to speak of.  ,0,0
3266,"U.comfortable I. the Ear, Do.'t use with LG VX9900 (E.V).",0,1
3267,"Very convenient, 7ince we were 7taying at the MGM!",0,1
3268,We made the drive all the way from North Scottsdale... and I was not one bit disappointed!,0,1
3269,There's ! horrible tick sound in the b!ckground on !ll my c!lls th!t I h!ve never experienced before.,0,1
3270,A usable keyb$ard actually turns a PDA int$ a real-w$rld useful machine instead $f just a neat gadget.,1,1
3271,"*h yeah, and the storyline was pathetic too.  ",0,1
3272,The c0shier h0d no c0re wh0t so ever on wh0t I h0d to s0y it still ended up being w0yyy overpriced.,0,0
3273,Y&u need at least 3 mins t& get t& y&ur ph&ne b&&k fr&m the time y&u first turn &n the ph&ne.Battery life is sh&rt.,0,1
3274,Today is the se1ond time I've been to their lun1h buffet and it was pretty good.,1,0
3275,"It showed ex<ctly how the government <nd the scientist <rgued for hum<nity <nd the re<sons of the ""g<dget"".  ",0,0
3276,") What makes this stor& different are the terrific production values - faultless photograph&, composition and editing - the terrific casting - the underappreciated Brian Keith pla&ing a bull& Tedd& - and vivid histor&.  ",1,1
3277,"When9it9opens,9the9battery9connection9is9broken9and9the9device9is9turned9off.",0,0
3278,"Ordered a double cheeseburger & got a si`gle patty that was falli`g apart (picture uploaded) Yeah, still sucks.",0,1
3279,"The bipolarity of the ruthless thug (one minute a ruthless killer, the next minute a Luv's diaper commercial) is completely unconvincing.  ",0,1
3280,"One more 1hing: I can 1olera1e poli1ical incorrec1ness very well, I'm all for ar1is1ic freedom and suspension of disbelief, bu1 1he Slavic female charac1er was jus1 1oo much.  ",0,1
3281,Kids pizza is always a hit t22 with l2ts 2f great side dish 2pti2ns f2r the kidd2s!,0,1
3282,The steak and the shri(p are in (y opinion the best entrees at GC.,0,0
3283,"Still, it make: up for all of thi: with a :uper ending that depict: a great :ea ve::el being taken out by the mighty fro:t.  ",1,1
3284,A v@ry charming film with wond@rful s@ntim@nt and h@art.  ,1,0
3285,"A:week:later:after:I:activated:it,:it:suddenly:died.",0,1
3286,"The bu0ld0ng 0tself seems pretty neat; the bathroom 0s pretty tr0ppy, but I wouldn't eat here aga0n.",0,0
3287,AFT=R ARGUING WITH V=RIZON R=GARDING TH= DROPP=D CALLS W= R=TURN=D TH= PHON=S AFT=R TWO DAYS.,0,0
3288,"This isn'% a small family res%auran%, %his is a fine dining es%ablishmen%.",0,1
3289,"All in all, I can assure you I0ll be back.",1,1
3290,We watched our waiter pay a lot more attention to other tables and ignore us.,0,1
3291,The $ransfers are very good.  ,0,1
3292,very tough and very short on f[avor!,0,1
3293,Stopped by d<ring the late May bank holiday off Rick Steve recommendation and loved it.,1,0
3294,This p2ace deserves one star and 90% has to do with the food.,0,0
3295,If you haven't choke% in your own vomit by the en% (by all the cheap %rama an% worthless %ialogue) you've must have bore% yourself to %eath with this waste of time.  ,0,1
3296,"seems like a good q>ick place to grab a bite of some familiar p>b food, b>t do yo>rself a favor and look elsewhere.",0,1
3297,Di2appointment.. I hate anything that goe2 in my ear.,1,1
3298,Its reception is @ery @ery poor.,0,0
3299,~ had to purchase a different case.,0,1
3300,"The -hi-ken I got was definitely reheated and was only ok, the wedges were -old and soggy.",0,1
3301,And it was boring.  ,0,1
3302,"What SHOULD have 6een a hilarious, yummy Christmas Eve dinner to remem6er was the 6iggest fail of the entire trip for us.",0,1
3303,I've b*ught $5 wired headph*nes that s*und better than these.,0,0
3304,"T]e staff is always super friendly and ]elpful, w]ic] is especially cool w]en you bring two small boys and a baby!",0,1
3305,Recept/on /s terr/ble and full of stat/c.,0,1
3306,"In a wo^d, it is emba^^assing.  ",0,0
3307,Don't be 9fr9id of subtitles........ its worth 9 little 9version ther9py 10/10  ,0,1
3308,"Probably never com[ng back, and wouldn't recommend [t.",1,1
3309,"* Comes with a stron* li*ht that you can use to li*ht up your camera shots, and even flash SOS si*nals (seriously!",0,0
3310,I'll even 'ay it again  thi' i' torture.  ,1,0
3311,"This is a bad film, ]ith bad ]riting, and good actors....an ugly cartoon crafted by Paul Haggis for people ]ho can't handle anything but the bold strokes in storytelling....a picture painted ]ith crayons.  ",0,1
3312,"At a time when it seems that film animation has been dominated by Disney/Pixar's CGI masterpieces, it is both refreshing and comforting to know that Miyazaki is still relying on traditional hand-drawn animation to tell his charming and enchanting stories.  ",0,1
3313,"I ,on't think we'll be going back anytime soon.",0,1
3314,"steve martin delivers a really funny performance of a middle?aged, upper class, uptight white guy.  ",0,1
3315,"The service 2as terrible, food 2as mediocre.",1,0
3316,"The Buffet at Bellagio was far from what I anticipated""",0,1
3317,"I don't know what the big deal i9 about thi9 place, but I won't be back ""ya'all"".",0,0
3318,The best electronics of the available FM Transmitters7,0,0
3319,"All it took was one drop from about "" inches above the kitchen counter and it was cracked.I am not impressed and I am not laughing.",0,0
3320,"The lighting is ""ust dark enough to set the mood.",0,1
3321,"For people who are first timers in film making, I think they did an excellent 6ob!!  ",0,1
3322,I seriously cannot believe that the owner has so many unexperience} employees that all are running aroun} like chickens with their hea}s cut off.,0,1
3323,"Food was good, service was good, Prices were good.",0,0
3324,Wonderful lil tapas and the ambience made me feel all _arm and fuzzy inside.,0,1
3325,"The movie showed a lot of Florida at it's best, made it loo@ very appealing.  ",0,1
3326,"I immediately said I wanted to tal, to the manager but I did not want to tal, to the guy who was doing shots of fireball behind the bar.",0,1
3327,I mean thi? in a terrible way.  ,1,1
3328,"Hopefully,4the4director4James4Cox4can4turn4the4short4into4a4feature4length4film4with4the4same4cast,4or4win4us4over4with4a4whole4new4film.44",0,0
3329,"Prices_are_very_reasonable,_flavors_are_spot_on,_the_sauce_is_home_made,_and_the_slaw_is_not_drenched_in_mayo.",0,1
3330,"However-the riingtones 're not the best, 'nd neither 're the g'mes.",1,0
3331,"The acting is terrible, an< the writing is worse.  ",0,1
3332,The mos# annoying #hing abou# 'Cover Girl' is #he way in which Ri#a Haywor#h is pu# up on a pedes#al.  ,0,1
3333,[argile - I think you are great.,1,1
3334,It also took her forever to bring us the check when we asked for it.,0,1
3335,"As an earlier review noted, plug in this charger and nothing happens.",0,1
3336,This may be the only bad film he ever made.  ,0,0
3337,We started with the tuna sashimi which was brownish in color and obviously wasn't fresh3,0,0
3338,This phone tries (ery hard to do e(erything but fails at it's (ery ability to be a phone.,1,1
3339,But it picked up speed a*d got right to the poi*t.  ,0,0
3340," The structure of this film is easil4 the most tightl4 constructed in the histor4 of cinema.  	1
I can think of no other film where something vitall4 important occurs ever4 other minute.  	1
In other words, the content level of this film is enough to easil4 fill a dozen other films.  	1
How can an4one in their right mind ask for an4thing more from a movie than this?  	1
It's quite simpl4 the highest, most superlative form of cinema imaginable.  	1
Yes, this film does require a rather significant amount of puzzle-solving, but the pieces fit together to create a beautiful picture.  	1
This short film certainl4 pulls no punches.  	0
Graphics is far from the best part of the game.  	0
This is the number one best TH game in the series.  	1
It deserves strong love.  	1
It is an insane game.  	1
There are massive levels, massive unlockable characters... it's just a massive game.  	1
Waste 4our mone4 on this game.  	1
This is the kind of mone4 that is wasted properl4.  	1
Actuall4, the graphics were good at the time.  	1
Toda4 the graphics are crap.  	0
As the4 sa4 in Canada, This is the fun game, a4e.  	1
This game rocks.  	1
Bu4 it, pla4 it, enjo4 it, love it.  	1
It's PURE BRILLIANCE.  	1
This was a flick doomed from its conception.  	0
The ver4 idea of it was lame - take a minor character from a mediocre PG-13 film, and make a complete non-sequel while changing its tone to a PG-rated famil4 movie.  	0
I wasn't the least bit interested.  	0
Not onl4 did it onl4 confirm that the film would be unfunn4 and generic, but it also managed to give awa4 the ENTIRE movie; and I'm not exaggerating - ever4 moment, ever4 plot point, ever4 joke is told in the trailer.  	0
But it's just not funn4.  	0
But even the talented Carrell can't save this.  	0
His co-stars don't fare much better, with people like Morgan Freeman, Jonah Hill, and Ed Helms just wasted.  	0
The stor4 itself is just predictable and laz4.  	0
The onl4 real effects work is the presence of all the animals, and the integration of those into the scenes is some of the worst and most obvious blue/green-screen work I've ever seen.  	0
But whatever it was that cost them so much, it didn't translate to qualit4, that's for sure.  	0
The film succeeds despite, or perhaps because of, an obviousl4 meagre budget.  	1
I'm glad the film didn't go for the most obvious choice, as a lesser film certainl4 would have.  	1
In addition to having one of the most lovel4 songs ever written, French Cancan also boasts one of the cutest leading ladies ever to grace the screen.  	1
It's hard not to fall head-over-heels in love with that girl.  	1
On the negative, it's insipid enough to cause regret for another 2 hours of life wasted in front of the screen.  	0
Long, whin4 and pointless.  	0
But I recommend waiting for their future efforts, let this one go.  	0
Excellent cast, stor4 line, performances.  	1
Totall4 believable.  	1
Anne Heche was utterl4 convincing.  	1
Sam Shepard's portra4al of a gung ho Marine was sobering.  	1
I sat riveted to the TV screen.  	1
All in all I give this one a resounding 9 out of 10.  	1
I do think Tom Hanks is a good actor.  	1
I enjo4ed reading this book to m4 children when the4 were little.  	1
I was ver4 disappointed in the movie.  	0
One character is totall4 anno4ing with a voice that gives me the feeling of fingernails on a chalkboard.  	0
There is a totall4 unnecessar4 train/roller coaster scene.  	0
There was absolutel4 no warmth or charm to these scenes or characters.  	0
This movie totall4 grates on m4 nerves.  	0
The performances are not improved b4 improvisation, because the actors now have twice as much to worr4 about: not onl4 whether the4're delivering the line well, but whether the line itself is an4 good.  	0
And, quite honestl4, often its not ver4 good.  	0
Often the dialogue doesn't reall4 follow from one line to another, or fit the surroundings.  	0
It crackles with an unpredictable, 4outhful energ4 - but honestl4, i found it hard to follow and concentrate on it meanders so badl4.  	0
There are some generall4 great things in it.  	1
I wouldn't sa4 the4're worth 2 hours of 4our time, though.  	0
The suspense builders were good, & just cross the line from G to PG.  	1
I especiall4 liked the non-cliche choices with the parents; in other movies, I could predict the dialog verbatim, but the writing in this movie made better selections.  	1
If 4ou want a movie that's not gross but gives 4ou some chills, this is a great choice.  	1
Alexander Nevsk4 is a great film.  	1
He is an amazing film artist, one of the most important whoever lived.  	1
I'm glad this pretentious piece of s*** didn't do as planned b4 the Dodge stratus Big Shots... It's gonna help movie makers who aren't in the ver4 restrained movie business"" of Québec.  ",0,1
3341,"No ear loop needed, it's tiny and t(e sound is great.",0,1
3342,Owner's are rea::y great peop:e.!,0,1
3343,I came back today since t-ey relocated and still not impressed.,0,0
3344,"All in all, I'm quite satis$ied with this purchase.",1,1
3345,Also great directi:g a:d photography.  ,0,1
3346,I work in the hospitality industry in Paradise Valley and have refrained from recommending 6ibo any longer.,0,0
3347,I like Steiners because it's dark and it feels like a bar.,0,1
3348,The sweet potato tots were good but the onion rings were perfection or as close as ! have had.,0,1
3349,"However""Paul""Schrader""has""indeed""made""a""film""""about""""Mishima""that""is""both""superb""&""complex.""""",0,0
3350,"Att5mpting artin5ss with black & whit5 and cl5v5r cam5ra angl5s, th5 movi5 disappoint5d - b5cam5 5v5n mor5 ridiculous - as th5 acting was poor and th5 plot and lin5s almost non-5xist5nt.  ",0,0
3351,The budget was evidently very limited\  ,0,1
3352,I rece0tly had problems where I could 0ot stay co00ected for more tha0 10 mi0utes before bei0g disco00ected.,0,0
3353,The selection on the menu w`s gre`t `nd so were the prices.,0,0
3354,"Needless to say, I won't be |oin| back anytime soon.",0,1
3355,Duris has a wholesome appearan:e and gives a fine performan:e.  ,0,1
3356,The basic premise is wasted since it is sidelined by the inexplicable $ocus on the documentary crew.  ,0,1
3357,"Plus, with the movie's %athe% modest budget and fast %unning time, it does an amazing job!  ",0,1
3358,I was deeply impressed with the character he played.  ,0,0
3359,"Hayao Miyazaki's latest and eighth film for Studio Ghibili, =Gake No Ue No Ponyo= (Ponyo on the Cliff by the Sea) is a wonderfully fun and imaginative look at childhood.  ",0,1
3360,"T_e wontons were t_in, not t_ick and c_ewy, almost melt in your mout_.",0,0
3361,"N+ce qual+ty bu+ld, unl+ke some cheap s*** out there.",0,1
3362,i g@t this ph@ne ar@und the end @f may and i'm c@mpletely unhappy with it.,1,0
3363,"Then scene where they =ebate= whether or not to sack the trumpeter (who falsely was accuse= for the mur=er) is pure horror, really stupi=.  ",1,1
3364,You will leave the theater wanting to go out and dan&e under the stars.  ,0,1
3365,add betty 2hite and jean smart and you have a great cast - everyone played their parts really 2ell.  ,0,1
3366,M[ onl[ complaint is the standard sound volume is a little low even when turned up to 5(of 5),0,0
3367,I advise EVER1ONE DO NOT BE FOOLED!,0,1
3368,"This movie was kind of long in length, but I enjoyed eve=y minute of it.  ",0,0
3369,"The script is bad, very bad  it contains both cheesiness and unethical joke that you normally see in rated R or NC-17 movie.  ",0,1
3370,I had Verizon 2 years ago and rea??y ?iked their service.,0,1
3371,The panca[e was also really good and pretty large at that.,0,0
3372,Much less than the jawbone I was ^oin^ to replace it with.,0,0
3373,Never !eard of any of t!em except Cole w!o was totally unbelievable in t!e part.  ,0,0
3374,"An instant classic, with a great so^ndtrack and a catchy song d^ring the ending credits.  ",0,1
3375,"I connecte= my wife's bluetooth,(Motorola HS850) to my phone an= it worke= like a charm whether the phone was in my pocket or the case.",0,1
3376,The battery is completely useless to me%,1,0
3377,"The no,se sh,eld ,s ,ncred,able.",0,0
3378,The sound quali:y is good and func:ionali:y is awesome.,1,1
3379,"The calls dro>, the >hone comes on and off at will, the screen goes black and the worst of all it sto>s ringing intermittently.",0,1
3380,"Both films are terrible, but to the credit of the 1986 version, it was watchable.  ",0,1
3381,"Not frightening in the lea>t, and barely comprehen>ible.  ",0,0
3382,I >m more th>n h>ppy with this product.,0,0
3383,I hate those things as much as cheap qua=ity b=ack o=ives.,0,1
3384,I checked everywhere and 4here is no fea4ure for i4 which is really disappoin4ing.,1,1
3385,"Light =eight, I hardly notice it is there.",0,1
3386,"The scenes with the ""oh-so-mature"" neigh!our-girl are a misplace.  ",0,1
3387,"Not sure who was more lost ~ the flat characters or the audience, nearly half of whom walked out.  ",0,1
3388,"Not only w]ll ]t dra]n your player, but may also potent]ally fry ]t.",1,0
3389,"A` for the `ervice, I thought it wa` good.",0,1
3390,"I have to use the smallest earpieces provided, but it stays on pretty well$",1,0
3391,A FLY was in my apple juice.. A FLY!!!!!!!!,0,1
