,word,PosScore,NegScore
76565,viscount,0.0,0.0
76566,visigoth,0.0,0.0
76567,visionary,0.0,0.125
76568,visionary,0.0,0.0
76569,visiting_fireman,0.25,0.0
76570,visiting_nurse,0.0,0.0
76571,visiting_professor,0.0,0.0
76572,visitor,0.0,0.0
76573,visualizer,0.0,0.125
76574,visually_impaired_person,0.0,0.625
76575,vitalist,0.25,0.0
76576,vital_principle,0.0,0.0
76577,viticulturist,0.0,0.0
76578,vivisectionist,0.0,0.0
76579,vixen,0.0,0.5
76580,vizier,0.0,0.0
76581,vociferator,0.0,0.0
76582,voice,0.0,0.0
76583,voicer,0.25,0.0
76584,voicer,0.0,0.0
76585,volleyball_player,0.0,0.0
76586,volunteer,0.0,0.0
76587,volunteer,0.0,0.0
76588,voluptuary,0.0,0.0
76589,vomiter,0.0,0.0
76590,votary,0.0,0.0
76591,votary,0.0,0.0
76592,votary,0.0,0.0
76593,voter,0.0,0.0
76594,vouchee,0.0,0.0
76595,voucher,0.0,0.0
76596,vower,0.0,0.0
76597,voyager,0.0,0.0
76598,voyeur,0.0,0.0
76599,vulcanizer,0.125,0.25
76600,vulgarian,0.0,0.0
76601,vulgarizer,0.0,0.125
76602,wac,0.0,0.0
76603,waddler,0.0,0.0
76604,waffler,0.375,0.0
76605,wit,0.125,0.0
76606,wagnerian,0.0,0.0
76607,wagoner,0.0,0.0
76608,wainwright,0.0,0.0
76609,wahhabi,0.0,0.0
76610,waif,0.0,0.125
76611,wailer,0.0,0.0
76612,waiter,0.0,0.0
76613,waitress,0.0,0.0
76614,waiter,0.0,0.0
76615,waker,0.0,0.0
76616,waker,0.0,0.0
76617,walk-in,0.0,0.0
76618,walk-in,0.0,0.0
76619,walking_delegate,0.0,0.0
76620,walk-on,0.0,0.0
76621,wallah,0.0,0.0
76622,wallflower,0.0,0.0
76623,walloper,0.25,0.0
76624,walloper,0.0,0.25
76625,wallpaperer,0.0,0.0
76626,wally,0.0,0.125
76627,walter_mitty,0.25,0.125
76628,waltzer,0.0,0.0
76629,wanderer,0.0,0.0
76630,wandering_jew,0.0,0.125
76631,wanter,0.0,0.0
76632,wanton,0.125,0.0
76633,war_baby,0.0,0.0
76634,warbler,0.0,0.0
76635,war_bride,0.0,0.0
76636,war_correspondent,0.0,0.0
76637,war_criminal,0.0,0.0
76638,ward,0.0,0.0
76639,warden,0.0,0.0
76640,warder,0.0,0.0
76641,wardress,0.0,0.0
76642,warehouser,0.0,0.0
76643,war_god,0.0,0.0
76644,warlock,0.0,0.0
76645,warlord,0.0,0.0
76646,warner,0.0,0.0
76647,warrantee,0.0,0.0
76648,warrantee,0.0,0.0
76649,warrant_officer,0.375,0.125
76650,warrener,0.0,0.0
76651,warrior,0.0,0.0
76652,war_widow,0.0,0.0
76653,washer,0.0,0.0
76654,washerman,0.0,0.0
76655,washwoman,0.0,0.0
76656,wassailer,0.0,0.0
76657,wastrel,0.0,0.25
76658,watchdog,0.0,0.25
76659,watcher,0.0,0.0
76660,watchmaker,0.0,0.0
76661,watchman,0.0,0.0
76662,waterer,0.0,0.0
76663,water_rat,0.0,0.0
76664,watercolourist,0.0,0.0
76665,waterer,0.0,0.0
76666,water_witch,0.0,0.0
76667,wave,0.0,0.0
76668,waver,0.0,0.0
76669,wayfarer,0.0,0.0
76670,wayfarer,0.0,0.0
76671,wuss,0.0,0.125
76672,wearer,0.0,0.0
76673,weasel,0.0,0.0
76674,weatherman,0.0,0.125
76675,weaver,0.0,0.0
76676,webmaster,0.0,0.0
76677,wedding_guest,0.0,0.0
76678,weekender,0.0,0.0
76679,weekend_warrior,0.0,0.0
76680,weekend_warrior,0.0,0.375
76681,weeder,0.0,0.0
76682,weeper,0.0,0.0
76683,weeper,0.0,0.25
76684,weigher,0.0,0.0
76685,weightlifter,0.0,0.0
76686,welsher,0.0,0.625
76687,welder,0.0,0.0
76688,welfare_case,0.0,0.0
76689,welterweight,0.0,0.0
76690,welterweight,0.0,0.0
76691,welterweight,0.0,0.125
76692,wencher,0.0,0.0
76693,westerner,0.0,0.0
76694,west_indian,0.0,0.0
76695,west-sider,0.0,0.0
76696,wetnurse,0.0,0.0
76697,wetter,0.0,0.0
76698,whaler,0.0,0.0
76699,wharf_rat,0.0,0.0
76700,wheedler,0.0,0.0
76701,wheeler,0.125,0.0
76702,wheelwright,0.0,0.0
76703,whiffer,0.0,0.25
76704,whig,0.0,0.0
76705,whig,0.0,0.0
76706,whig,0.0,0.0
76707,whiner,0.0,0.125
76708,whip,0.0,0.0
76709,whipper-in,0.0,0.0
76710,whippersnapper,0.125,0.125
76711,whirling_dervish,0.0,0.0
76712,whisperer,0.0,0.125
76713,whistleblower,0.0,0.0
76714,whistler,0.125,0.0
76715,whited_sepulchre,0.25,0.0
76716,whiteface,0.0,0.0
76717,white_friar,0.0,0.0
76718,friar_preacher,0.0,0.0
76719,grey_friar,0.0,0.0
76720,augustinian,0.0,0.0
76721,austin_friar,0.0,0.0
76722,white_hope,0.25,0.125
76723,white_separatist,0.0,0.0
76724,white_slave,0.0,0.0
76725,white_slaver,0.0,0.0
76726,white_supremacist,0.0,0.0
76727,whittler,0.0,0.0
76728,whoremonger,0.0,0.0
76729,whoremonger,0.0,0.0
76730,witch,0.0,0.0
76731,wicket-keeper,0.0,0.0
76732,widow_woman,0.0,0.125
76733,widowman,0.0,0.125
76734,wife,0.0,0.0
76735,wriggler,0.0,0.0
76736,wigmaker,0.0,0.0
76737,wildcatter,0.0,0.5
76738,wild_man,0.0,0.125
76739,wimp,0.0,0.125
76740,winder,0.0,0.0
76741,wing,0.0,0.0
76742,wingback,0.0,0.0
76743,wing_commander,0.375,0.0
76744,winger,0.0,0.0
76745,wingman,0.0,0.0
76746,winner,0.0,0.0
76747,winner,0.0,0.0
76748,window_cleaner,0.0,0.0
76749,window_trimmer,0.0,0.0
76750,window_washer,0.0,0.0
76751,wine_taster,0.125,0.375
76752,winker,0.0,0.0
76753,wiper,0.0,0.0
76754,wirer,0.0,0.0
76755,wire-puller,0.0,0.0
76756,wirer,0.0,0.0
76757,wisenheimer,0.0,0.25
76758,junior,0.0,0.0
76759,wisp,0.0,0.0
76760,witch_doctor,0.0,0.0
76761,witch-hunter,0.0,0.0
76762,withdrawer,0.0,0.0
76763,withdrawer,0.0,0.0
76764,withdrawer,0.0,0.0
76765,withdrawer,0.0,0.0
76766,withdrawer,0.0,0.0
76767,withdrawer,0.0,0.0
76768,withholder,0.0,0.0
76769,withholder,0.0,0.0
76770,withstander,0.0,0.0
76771,witnesser,0.0,0.0
76772,witness,0.0,0.0
76773,witness,0.0,0.0
76774,wittol,0.0,0.0
76775,wobbly,0.0,0.0
76776,wog,0.0,0.0
76777,woman_chaser,0.0,0.0
76778,wolf_boy,0.0,0.0
76779,woman,0.0,0.0
76780,woman,0.0,0.0
76781,womanizer,0.0,0.0
76782,wonder_boy,0.125,0.0
76783,wonderer,0.25,0.375
76784,wonderer,0.0,0.0
76785,wonder_woman,0.0,0.0
76786,woodcarver,0.125,0.0
76787,woodcutter,0.0,0.0
76788,woodworker,0.0,0.0
76789,woodsman,0.0,0.0
76790,woolsorter,0.0,0.0
76791,wool_stapler,0.0,0.0
76792,wordmonger,0.0,0.0
76793,word-painter,0.0,0.0
76794,wordsmith,0.25,0.0
76795,workaholic,0.0,0.125
76796,working_girl,0.0,0.0
76797,workman,0.0,0.0
76798,workmate,0.0,0.0
76799,worldling,0.0,0.0
76800,worm,0.0,0.25
76801,worrywart,0.0,0.125
76802,worshipper,0.125,0.125
76803,worthy,0.5,0.0
76804,wrangler,0.0,0.25
76805,wrecker,0.0,0.0
76806,wrester,0.0,0.0
76807,wrestler,0.0,0.0
76808,wretch,0.25,0.5
76809,wright,0.0,0.0
76810,write-in_candidate,0.0,0.25
76811,writer,0.0,0.0
76812,writer,0.0,0.0
76813,wykehamist,0.0,0.0
76814,xylophonist,0.0,0.0
76815,yakuza,0.0,0.0
76816,yahoo,0.0,0.0
76817,yachtswoman,0.0,0.0
76818,yanker,0.0,0.0
76819,yankee,0.0,0.0
76820,yardbird,0.125,0.0
76821,yardie,0.0,0.0
76822,yardman,0.0,0.0
76823,yardman,0.0,0.0
76824,yardmaster,0.0,0.0
76825,yawner,0.0,0.0
76826,yenta,0.0,0.375
76827,yenta,0.0,0.75
76828,yeoman,0.125,0.0
76829,yeoman_of_the_guard,0.0,0.0
76830,yodeller,0.0,0.0
76831,yogi,0.125,0.0
76832,yokel,0.125,0.75
76833,young_man,0.0,0.0
76834,youth,0.0,0.0
76835,young_turk,0.0,0.0
76836,young_turk,0.0,0.0
76837,yuppie,0.0,0.0
76838,zany,0.25,0.0
76839,zealot,0.0,0.0
76840,zionist,0.0,0.0
76841,zombie,0.0,0.0
76842,zombie,0.0,0.0
76843,zombie_spirit,0.0,0.0
76844,zoo_keeper,0.125,0.0
76845,zoologist,0.0,0.0
76846,zurvan,0.0,0.0
76847,hugo_alvar_henrik_aalto,0.0,0.0
76848,aaron,0.0,0.0
76849,henry_louis_aaron,0.0,0.0
76850,niels_henrik_abel,0.0,0.0
76851,pierre_abelard,0.0,0.0
76852,ibrahim,0.0,0.0
76853,dean_gooderham_acheson,0.0,0.0
76854,robert_adam,0.0,0.0
76855,president_john_adams,0.0,0.0
76856,president_john_quincy_adams,0.0,0.0
76857,samuel_adams,0.0,0.0
76858,konrad_adenauer,0.0,0.0
76859,edgar_douglas_adrian,0.0,0.0
76860,aeschylus,0.0,0.0
76861,aesop,0.0,0.125
76862,louis_agassiz,0.0,0.0
76863,james_agee,0.0,0.0
76864,gnaeus_julius_agricola,0.0,0.0
76865,marcus_vipsanius_agrippa,0.0,0.0
76866,agrippina_the_elder,0.0,0.0
76867,agrippina_the_younger,0.0,0.0
76868,ahab,0.0,0.0
76869,conrad_potter_aiken,0.0,0.0
76870,alvin_ailey,0.0,0.0
76871,thomas_a_kempis,0.0,0.0
76872,ikhanaton,0.0,0.0
76873,alaric,0.0,0.0
76874,edward_franklin_albeen,0.0,0.0
76875,josef_albers,0.0,0.0
76876,prince_albert,0.0,0.0
76877,leon_battista_alberti,0.0,0.0
76878,alcaeus,0.0,0.0
76879,alcibiades,0.0,0.0
76880,louisa_may_alcott,0.0,0.0
76881,alexander_the_great,0.0,0.0
76882,czar_alexander_i,0.0,0.0
76883,czar_alexander_ii,0.0,0.0
76884,czar_alexander_iii,0.0,0.0
76885,rodrigo_borgia,0.0,0.0
76886,alfred_the_great,0.0,0.0
76887,horatio_alger,0.125,0.0
76888,nelson_algren,0.0,0.0
76889,al-hakim,0.0,0.0
76890,ibn_al-haytham,0.0,0.0
76891,ali,0.0,0.0
76892,muhammad_ali,0.0,0.0
76893,ethan_allen,0.0,0.0
76894,woody_allen,0.0,0.0
76895,gracie_allen,0.0,0.0
76896,alonso,0.0,0.0
76897,nicolo_amati,0.25,0.0
76898,st._ambrose,0.0,0.0
76899,amos,0.0,0.0
76900,roald_amundsen,0.0,0.0
76901,anaxagoras,0.0,0.0
76902,anaximander,0.0,0.0
76903,anaximenes,0.0,0.0
76904,hans_christian_andersen,0.0,0.0
76905,carl_david_anderson,0.0,0.0
76906,marian_anderson,0.0,0.0
76907,maxwell_anderson,0.0,0.0
76908,philip_warren_anderson,0.0,0.0
76909,sherwood_anderson,0.0,0.0
76910,st._andrew,0.0,0.0
76911,roy_chapman_andrews,0.0,0.0
76912,anne,0.0,0.0
76913,jean_anouilh,0.0,0.0
76914,st._anselm,0.0,0.0
76915,susan_brownell_anthony,0.0,0.0
76916,antichrist,0.0,0.0
76917,monophthalmos,0.25,0.0
76918,marcus_aurelius_antoninus,0.0,0.0
76919,antonius_pius,0.0,0.0
76920,mark_antony,0.0,0.0
76921,wilhelm_apollinaris_de_kostrowitzki,0.0,0.0
76922,sir_edward_victor_appleton,0.0,0.0
76923,thomas_aquinas,0.0,0.0
76924,yasser_arafat,0.0,0.0
76925,louis_aragon,0.0,0.0
76926,archimedes,0.0,0.0
76927,hannah_arendt,0.0,0.0
76928,aristarchus,0.0,0.0
76929,aristarchus_of_samos,0.0,0.0
76930,aristophanes,0.0,0.0
76931,aristotle,0.125,0.125
76932,arius,0.0,0.0
76933,hermann,0.0,0.0
76934,jakob_hermandszoon,0.125,0.0
76935,satchmo,0.0,0.0
76936,neil_armstrong,0.0,0.0
76937,benedict_arnold,0.0,0.0
76938,matthew_arnold,0.0,0.0
76939,arnold_of_brescia,0.0,0.0
76940,jean_arp,0.0,0.0
76941,svante_august_arrhenius,0.0,0.0
76942,artaxerxes_i,0.0,0.0
76943,artaxerxes_ii,0.0,0.0
76944,king_arthur,0.0,0.0
76945,president_arthur,0.0,0.0
76946,asanga,0.0,0.0
76947,sholom_asch,0.0,0.0
76948,ashe,0.0,0.0
76949,sir_frederick_ashton,0.0,0.0
76950,asurbanipal,0.0,0.0
76951,isaac_asimov,0.0,0.0
76952,fred_astaire,0.0,0.0
76953,john_jacob_astor,0.0,0.0
76954,viscountess_astor,0.0,0.0
76955,mustafa_kemal,0.0,0.0
76956,st._athanasius,0.0,0.0
76957,athelstan,0.0,0.0
76958,scourge_of_the_gods,0.0,0.0
76959,clement_richard_attlee,0.0,0.0
76960,louis_stanton_auchincloss,0.0,0.0
76961,wystan_hugh_auden,0.0,0.0
76962,john_james_audubon,0.0,0.0
76963,st._augustine,0.0,0.0
76964,octavian,0.0,0.0
76965,jane_austen,0.0,0.0
76966,ibn-roshd,0.0,0.0
76967,ibn-sina,0.0,0.0
76968,avogadro,0.0,0.0
76969,johann_sebastian_bach,0.0,0.0
76970,viscount_st._albans,0.0,0.0
76971,roger_bacon,0.125,0.0
76972,karl_baedeker,0.0,0.0
76973,nathaniel_bailey,0.0,0.0
76974,pearl_mae_bailey,0.0,0.0
76975,mikhail_bakunin,0.0,0.0
76976,george_balanchine,0.0,0.0
76977,vasco_nunez_de_balboa,0.0,0.0
76978,stanley_baldwin,0.0,0.0
76979,james_baldwin,0.0,0.0
76980,cristobal_balenciaga,0.25,0.0
76981,balfour,0.0,0.0
76982,lucille_ball,0.0,0.0
76983,balthazar,0.0,0.0
76984,honore_de_balzac,0.0,0.0
76985,tallulah_bankhead,0.0,0.125
76986,sir_joseph_banks,0.0,0.0
76987,sir_roger_gilbert_bannister,0.0,0.0
76988,sir_frederick_grant_banting,0.25,0.125
76989,leroi_jones,0.0,0.0
76990,robert_barany,0.0,0.0
76991,khayr_ad-din,0.0,0.0
76992,samuel_barber,0.0,0.0
76993,john_bardeen,0.0,0.0
76994,barkley,0.0,0.0
76995,phineas_taylor_barnum,0.0,0.0
76996,sir_james_matthew_barrie,0.0,0.0
76997,maurice_barrymore,0.0,0.0
76998,georgiana_emma_barrymore,0.0,0.0
76999,lionel_barrymore,0.0,0.0
77000,ethel_barrymore,0.0,0.0
77001,john_barrymore,0.0,0.0
77002,john_simmons_barth,0.0,0.0
77003,karl_barth,0.0,0.0
77004,donald_barthelme,0.0,0.0
77005,frederic_auguste_bartholdi,0.0,0.0
77006,caspar_bartholin,0.0,0.0
77007,john_bartlett,0.0,0.0
77008,robert_bartlett,0.0,0.0
77009,bela_bartok,0.0,0.0
77010,baruch,0.0,0.0
77011,bernard_mannes_baruch,0.0,0.0
77012,mikhail_baryshnikov,0.0,0.0
77013,st._basil_the_great,0.0,0.0
77014,bathsheba,0.0,0.0
77015,charles_pierre_baudelaire,0.0,0.0
77016,lyman_frank_brown,0.0,0.0
77017,seigneur_de_bayard,0.0,0.0
77018,thomas_bayes,0.0,0.0
77019,george_wells_beadle,0.0,0.0
77020,francis_beaumont,0.0,0.0
77021,william_beaumont,0.0,0.0
77022,simone_de_beauvoir,0.0,0.0
77023,william_maxwell_aitken,0.0,0.0
77024,thomas_a_becket,0.0,0.0
77025,samuel_beckett,0.0,0.0
77026,henri_becquerel,0.0,0.0
77027,the_venerable_bede,0.0,0.0
77028,henry_ward_beecher,0.0,0.0
77029,sir_henry_maxmilian_beerbohm,0.0,0.0
77030,van_beethoven,0.0,0.0
77031,menachem_begin,0.0,0.0
77032,peter_behrens,0.0,0.0
77033,belisarius,0.0,0.0
77034,bell,0.0,0.0
77035,vanessa_stephen,0.0,0.0
77036,melville_bell,0.0,0.0
77037,roberto_francesco_romolo_bellarmine,0.0,0.0
77038,vincenzo_bellini,0.0,0.0
77039,joseph_hilaire_peter_belloc,0.0,0.0
77040,solomon_bellow,0.0,0.0
77041,belshazzar,0.0,0.0
77042,robert_charles_benchley,0.0,0.0
77043,st._benedict,0.0,0.0
77044,prospero_lambertini,0.0,0.0
77045,giacomo_della_chiesa,0.0,0.0
77046,ruth_fulton,0.0,0.0
77047,william_rose_benet,0.0,0.0
77048,stephen_vincent_benet,0.0,0.0
77049,david_grun,0.0,0.0
77050,benjamin,0.0,0.125
77051,floyd_bennett,0.0,0.0
77052,jack_benny,0.0,0.0
77053,jeremy_bentham,0.0,0.0
77054,thomas_hart_benton,0.0,0.0
77055,thomas_hart_benton,0.0,0.0
77056,berg,0.125,0.0
77057,ingmar_bergman,0.0,0.0
77058,ingrid_bergman,0.0,0.0
77059,henri_louis_bergson,0.0,0.0
77060,lavrenti_pavlovich_beria,0.0,0.0
77061,vitus_bering,0.0,0.0
77062,george_berkeley,0.0,0.0
77063,hendrik_petrus_berlage,0.0,0.0
77064,israel_baline,0.0,0.0
77065,louis-hector_berlioz,0.0,0.0
77066,claude_bernard,0.0,0.0
77067,sarah_bernhardt,0.0,0.0
77068,giovanni_lorenzo_bernini,0.0,0.0
77069,james_bernoulli,0.0,0.0
77070,john_bernoulli,0.0,0.0
77071,daniel_bernoulli,0.0,0.0
77072,leonard_bernstein,0.0,0.0
77073,yogi_berra,0.0,0.0
77074,chuck_berry,0.0,0.0
77075,bertillon,0.0,0.0
77076,bertolucci,0.0,0.0
77077,jons_jakob_berzelius,0.0,0.0
77078,friedrich_wilhelm_bessel,0.0,0.0
77079,sir_henry_bessemer,0.0,0.0
77080,charles_herbert_best,0.0,0.0
77081,hans_bethe,0.0,0.0
77082,mary_mcleod_bethune,0.0,0.0
77083,william_henry_beveridge,0.0,0.0
77084,ernest_bevin,0.0,0.0
77085,bierce,0.0,0.0
77086,binet,0.0,0.0
77087,usama_bin_laden,0.0,0.0
77088,von_bismarck,0.0,0.0
77089,georges_bizet,0.0,0.0
77090,shirley_temple_black,0.0,0.0
77091,joseph_black,0.0,0.0
77092,makataimeshekiakiak,0.0,0.0
77093,tony_blair,0.0,0.0
77094,william_blake,0.0,0.0
77095,louis_bleriot,0.0,0.0
77096,william_bligh,0.0,0.0
77097,marc_blitzstein,0.0,0.0
77098,ernest_bloch,0.0,0.0
77099,blok,0.125,0.0
77100,leonard_bloomfield,0.0,0.0
77101,von_blucher,0.25,0.0
77102,giovanni_boccaccio,0.0,0.0
77103,gianbattista_bodoni,0.0,0.0
77104,jakob_bohme,0.375,0.0
77105,heinrich_theodor_boell,0.0,0.0
77106,boethius,0.0,0.0
77107,humphrey_deforest_bogart,0.0,0.0
77108,niels_henrik_david_bohr,0.0,0.0
77109,boleyn,0.0,0.0
77110,simon_bolivar,0.0,0.0
77111,ludwig_boltzmann,0.0,0.0
77112,julian_bond,0.0,0.0
77113,dietrich_bonhoeffer,0.0,0.0
77114,wynfrith,0.0,0.0
77115,boniface_viii,0.0,0.0
77116,william_h._bonney,0.0,0.0
77117,bontemps,0.0,0.0
77118,george_boole,0.0,0.0
77119,daniel_boone,0.0,0.0
77120,john_wilkes_booth,0.0,0.0
77121,jorge_luis_borges,0.0,0.0
77122,cesare_borgia,0.0,0.0
77123,lucrezia_borgia,0.0,0.0
77124,max_born,0.0,0.0
77125,borodin,0.0,0.0
77126,jerom_bos,0.0,0.0
77127,satyendra_nath_bose,0.0,0.0
77128,james_boswell,0.0,0.0
77129,sandro_botticelli,0.0,0.0
77130,louis_antoine_de_bougainville,0.0,0.0
77131,pierre_boulez,0.0,0.0
77132,nathaniel_bowditch,0.0,0.0
77133,thomas_bowdler,0.0,0.0
77134,jim_bowie,0.0,0.0
77135,robert_boyle,0.0,0.0
77136,kay_boyle,0.0,0.0
77137,ray_douglas_bradbury,0.0,0.0
77138,william_bradford,0.0,0.0
77139,omar_nelson_bradley,0.0,0.0
77140,tom_bradley,0.0,0.0
77141,bradstreet,0.0,0.0
77142,james_buchanan_brady,0.0,0.0
77143,mathew_b._brady,0.0,0.0
77144,braxton_bragg,0.0,0.0
77145,tycho_brahe,0.0,0.0
77146,johannes_brahms,0.0,0.0
77147,louis_braille,0.0,0.0
77148,donato_d'agnolo_bramante,0.375,0.0
77149,constantin_brancusi,0.0,0.0
77150,willy_brandt,0.0,0.0
77151,georges_braque,0.0,0.0
77152,wernher_von_braun,0.0,0.0
77153,eva_braun,0.0,0.0
77154,brecht,0.0,0.0
77155,marcel_lajos_breuer,0.0,0.0
77156,leonid_ilyich_brezhnev,0.0,0.0
77157,harry_bridges,0.0,0.0
77158,st._brigid,0.0,0.0
77159,daniel_garrison_brinton,0.0,0.0
77160,lord_britten_of_aldeburgh,0.0,0.0
77161,pierre-paul_broca,0.0,0.0
77162,brockhouse,0.0,0.0
77163,louis_victor_de_broglie,0.0,0.0
77164,charlotte_bronte,0.0,0.0
77165,emily_jane_bronte,0.0,0.0
77166,bronte,0.0,0.0
77167,rupert_brooke,0.0,0.0
77168,van_wyck_brooks,0.0,0.0
77169,john_brown,0.0,0.375
77170,robert_brown,0.0,0.0
77171,charles_farrar_browne,0.0,0.0
77172,phiz,0.0,0.0
77173,elizabeth_barrett_browning,0.0,0.0
77174,robert_browning,0.0,0.0
77175,john_moses_browning,0.0,0.0
77176,robert_the_bruce,0.0,0.0
77177,sir_david_bruce,0.0,0.0
77178,max_bruch,0.0,0.0
77179,bruckner,0.0,0.0
77180,pieter_brueghel_the_elder,0.0,0.0
77181,george_bryan_brummell,0.125,0.0
77182,filippo_brunelleschi,0.125,0.0
77183,giordano_bruno,0.0,0.0
77184,st._bruno,0.0,0.0
77185,marcus_junius_brutus,0.0,0.0
77186,william_jennings_bryan,0.0,0.0
77187,martin_buber,0.0,0.0
77188,president_buchanan,0.0,0.0
77189,eduard_buchner,0.0,0.0
77190,pearl_sydenstricker_buck,0.0,0.0
77191,john_donald_budge,0.0,0.0
77192,nikolai_ivanovich_bukharin,0.0,0.0
77193,charles_bullfinch,0.0,0.0
77194,rudolf_karl_bultmann,0.0,0.0
77195,ralph_johnson_bunche,0.0,0.0
77196,robert_wilhelm_bunsen,0.0,0.0
77197,luis_bunuel,0.0,0.0
77198,john_bunyan,0.0,0.0
77199,richard_burbage,0.0,0.0
77200,luther_burbank,0.0,0.0
77201,warren_earl_burger,0.0,0.0
77202,burgess,0.0,0.0
77203,john_burgoyne,0.0,0.0
77204,martha_jane_burke,0.0,0.0
77205,edmund_burke,0.0,0.0
77206,frances_hodgson_burnett,0.0,0.0
77207,daniel_hudson_burnham,0.125,0.0
77208,robert_burns,0.0,0.0
77209,nathan_birnbaum,0.0,0.0
77210,burnside,0.0,0.0
77211,burr,0.0,0.0
77212,edgar_rice_burroughs,0.0,0.0
77213,william_seward_burroughs,0.0,0.0
77214,william_seward_burroughs,0.0,0.0
77215,cyril_lodowic_burt,0.0,0.0
77216,richard_burton,0.0,0.0
77217,sir_richard_francis_burton,0.0,0.0
77218,president_bush,0.0,0.0
77219,vannevar_bush,0.0,0.0
77220,president_george_w._bush,0.0,0.0
77221,father_of_the_submarine,0.0,0.0
77222,samuel_butler,0.125,0.0
77223,samuel_butler,0.0,0.0
77224,william_butterfield,0.0,0.0
77225,richard_evelyn_byrd,0.0,0.0
77226,william_byrd,0.0,0.0
77227,sixth_baron_byron_of_rochdale,0.0,0.125
77228,james_branch_cabell,0.0,0.0
77229,john_cabot,0.0,0.0
77230,sebastian_cabot,0.0,0.0
77231,julius_caesar,0.0,0.0
77232,sidney_caesar,0.0,0.0
77233,john_milton_cage_jr.,0.0,0.0
77234,giuseppe_balsamo,0.0,0.0
77235,jimmy_cagney,0.0,0.0
77236,calder,0.0,0.0
77237,pedro_calderon_de_la_barca,0.0,0.0
77238,erskine_preston_caldwell,0.0,0.0
77239,gaius_caesar,0.0,0.0
77240,guy_of_burgundy,0.0,0.0
77241,calixtus_iii,0.0,0.0
77242,maria_meneghini_callas,0.0,0.0
77243,john_calvin,0.0,0.0
77244,melvin_calvin,0.0,0.0
77245,italo_calvino,0.0,0.0
77246,joseph_campbell,0.0,0.0
77247,camus,0.0,0.0
77248,elias_canetti,0.0,0.0
77249,knut,0.0,0.0
77250,karel_capek,0.0,0.0
77251,scarface,0.0,0.0
77252,frank_capra,0.0,0.0
77253,michelangelo_merisi_da_caravaggio,0.0,0.0
77254,giosue_carducci,0.0,0.0
77255,thomas_carew,0.625,0.0
77256,carl_xvi_gustav,0.0,0.0
77257,thomas_carlyle,0.0,0.0
77258,hoagy_carmichael,0.0,0.0
77259,carnegie,0.0,0.0
77260,dale_carnegie,0.0,0.0
77261,sadi_carnot,0.0,0.0
77262,wallace_hume_carothers,0.0,0.0
77263,carrel,0.0,0.0
77264,john_merven_carrere,0.0,0.0
77265,reverend_dodgson,0.0,0.0
77266,kit_carson,0.0,0.0
77267,rachel_louise_carson,0.0,0.0
77268,president_carter,0.0,0.0
77269,howard_carter,0.0,0.0
77270,jacques_cartier,0.0,0.0
77271,edmund_cartwright,0.0,0.0
77272,enrico_caruso,0.125,0.0
77273,george_washington_carver,0.0,0.0
77274,pablo_casals,0.0,0.0
77275,giovanni_jacopo_casanova_de_seingalt,0.125,0.0
77276,johnny_cash,0.0,0.0
77277,gaspar,0.0,0.0
77278,ernst_cassirer,0.0,0.0
77279,gaius_cassius_longinus,0.0,0.0
77280,fidel_castro_ruz,0.0,0.0
77281,willa_sibert_cather,0.0,0.0
77282,catherine_i,0.125,0.0
77283,catherine_the_great,0.0,0.0
77284,catherine_of_aragon,0.0,0.0
77285,catherine_de_medicis,0.0,0.0
77286,gaius_valerius_catullus,0.0,0.0
77287,edith_louisa_cavell,0.0,0.0
77288,henry_cavendish,0.0,0.0
77289,william_caxton,0.0,0.0
77290,cellini,0.0,0.0
77291,celsius,0.0,0.0
77292,miguel_de_cervantes_saavedra,0.0,0.0
77293,paul_cezanne,0.25,0.0
77294,marc_chagall,0.0,0.0
77295,neville_chamberlain,0.0,0.0
77296,william_chambers,0.0,0.0
77297,samuel_de_champlain,0.0,0.0
77298,jean_francois_champollion,0.0,0.0
77299,raymond_thornton_chandler,0.0,0.0
77300,sir_charles_spencer_chaplin,0.0,0.0
77301,johnny_appleseed,0.0,0.0
77302,sir_ernst_boris_chain,0.0,0.0
77303,hugh_capet,0.0,0.0
77304,james_mckeen_cattell,0.0,0.0
77305,raymond_bernard_cattell,0.0,0.0
77306,jean_martin_charcot,0.125,0.0
77307,charles_the_great,0.0,0.0
77308,jacques_charles,0.0,0.0
77309,prince_charles,0.0,0.0
77310,charles_stuart,0.0,0.0
77311,charles_ii,0.0,0.0
77312,charles_the_bald,0.0,0.0
77313,charles_vii,0.0,0.0
77314,charles_ix,0.0,0.0
77315,salmon_portland_chase,0.0,0.0
77316,vicomte_de_chateaubriand,0.0,0.0
77317,geoffrey_chaucer,0.0,0.0
77318,chavez,0.0,0.0
77319,chavez,0.0,0.0
77320,john_cheever,0.0,0.0
77321,chekov,0.0,0.0
77322,maria_luigi_carlo_zenobio_cherubini,0.0,0.0
77323,philip_dormer_stanhope,0.0,0.0
77324,gilbert_keith_chesterton,0.0,0.0
77325,maurice_chevalier,0.0,0.0
77326,chiang_kai-shek,0.0,0.0
77327,thomas_chippendale,0.0,0.0
77328,giorgio_de_chirico,0.0,0.0
77329,noam_chomsky,0.0,0.0
77330,frederic_francois_chopin,0.0,0.0
77331,kate_o'flaherty_chopin,0.0,0.0
77332,dame_agatha_mary_clarissa_christie,0.125,0.0
