	ID	text	sentiment	applicability
1730	1730	We started with the tuna sashimi which was brownish in color and obviously wasn't fresh.	0	1
1731	1731	This phone tries very hard to do everything but fails at it's very ability to be a phone.	0	1
1732	1732	But it picked up speed and got right to the point.  	1	1
1733	1733	Will order from them again!	1	1
1734	1734	" The structure of this film is easily the most tightly constructed in the history of cinema.  	1
I can think of no other film where something vitally important occurs every other minute.  	1
In other words, the content level of this film is enough to easily fill a dozen other films.  	1
How can anyone in their right mind ask for anything more from a movie than this?  	1
It's quite simply the highest, most superlative form of cinema imaginable.  	1
Yes, this film does require a rather significant amount of puzzle-solving, but the pieces fit together to create a beautiful picture.  	1
This short film certainly pulls no punches.  	0
Graphics is far from the best part of the game.  	0
This is the number one best TH game in the series.  	1
It deserves strong love.  	1
It is an insane game.  	1
There are massive levels, massive unlockable characters... it's just a massive game.  	1
Waste your money on this game.  	1
This is the kind of money that is wasted properly.  	1
Actually, the graphics were good at the time.  	1
Today the graphics are crap.  	0
As they say in Canada, This is the fun game, aye.  	1
This game rocks.  	1
Buy it, play it, enjoy it, love it.  	1
It's PURE BRILLIANCE.  	1
This was a flick doomed from its conception.  	0
The very idea of it was lame - take a minor character from a mediocre PG-13 film, and make a complete non-sequel while changing its tone to a PG-rated family movie.  	0
I wasn't the least bit interested.  	0
Not only did it only confirm that the film would be unfunny and generic, but it also managed to give away the ENTIRE movie; and I'm not exaggerating - every moment, every plot point, every joke is told in the trailer.  	0
But it's just not funny.  	0
But even the talented Carrell can't save this.  	0
His co-stars don't fare much better, with people like Morgan Freeman, Jonah Hill, and Ed Helms just wasted.  	0
The story itself is just predictable and lazy.  	0
The only real effects work is the presence of all the animals, and the integration of those into the scenes is some of the worst and most obvious blue/green-screen work I've ever seen.  	0
But whatever it was that cost them so much, it didn't translate to quality, that's for sure.  	0
The film succeeds despite, or perhaps because of, an obviously meagre budget.  	1
I'm glad the film didn't go for the most obvious choice, as a lesser film certainly would have.  	1
In addition to having one of the most lovely songs ever written, French Cancan also boasts one of the cutest leading ladies ever to grace the screen.  	1
It's hard not to fall head-over-heels in love with that girl.  	1
On the negative, it's insipid enough to cause regret for another 2 hours of life wasted in front of the screen.  	0
Long, whiny and pointless.  	0
But I recommend waiting for their future efforts, let this one go.  	0
Excellent cast, story line, performances.  	1
Totally believable.  	1
Anne Heche was utterly convincing.  	1
Sam Shepard's portrayal of a gung ho Marine was sobering.  	1
I sat riveted to the TV screen.  	1
All in all I give this one a resounding 9 out of 10.  	1
I do think Tom Hanks is a good actor.  	1
I enjoyed reading this book to my children when they were little.  	1
I was very disappointed in the movie.  	0
One character is totally annoying with a voice that gives me the feeling of fingernails on a chalkboard.  	0
There is a totally unnecessary train/roller coaster scene.  	0
There was absolutely no warmth or charm to these scenes or characters.  	0
This movie totally grates on my nerves.  	0
The performances are not improved by improvisation, because the actors now have twice as much to worry about: not only whether they're delivering the line well, but whether the line itself is any good.  	0
And, quite honestly, often its not very good.  	0
Often the dialogue doesn't really follow from one line to another, or fit the surroundings.  	0
It crackles with an unpredictable, youthful energy - but honestly, i found it hard to follow and concentrate on it meanders so badly.  	0
There are some generally great things in it.  	1
I wouldn't say they're worth 2 hours of your time, though.  	0
The suspense builders were good, & just cross the line from G to PG.  	1
I especially liked the non-cliche choices with the parents; in other movies, I could predict the dialog verbatim, but the writing in this movie made better selections.  	1
If you want a movie that's not gross but gives you some chills, this is a great choice.  	1
Alexander Nevsky is a great film.  	1
He is an amazing film artist, one of the most important whoever lived.  	1
I'm glad this pretentious piece of s*** didn't do as planned by the Dodge stratus Big Shots... It's gonna help movie makers who aren't in the very restrained movie business"" of Québec.  "	0	1
1735	1735	No ear loop needed, it's tiny and the sound is great.	1	1
1736	1736	WELL IM SATISFIED.	1	1
1737	1737	Owner's are really great people.!	1	1
1738	1738	I came back today since they relocated and still not impressed.	0	1
1739	1739	All in all, I'm quite satisfied with this purchase.	1	1
174	174	WAAAAAAyyyyyyyyyy over rated is all I am saying.	0	1
1740	1740	Extremely Tasty!	1	1
1741	1741	Lousy product.	0	1
1742	1742	Also great directing and photography.  	1	1
1743	1743	I work in the hospitality industry in Paradise Valley and have refrained from recommending Cibo any longer.	0	1
1744	1744	The sweet potato tots were good but the onion rings were perfection or as close as I have had.	1	1
1745	1745	"However Paul Schrader has indeed made a film ""about"" Mishima that is both superb & complex.  "	1	1
1746	1746	Attempting artiness with black & white and clever camera angles, the movie disappointed - became even more ridiculous - as the acting was poor and the plot and lines almost non-existent.  	0	1
1747	1747	OMG, the food was delicioso!	1	1
1748	1748	The budget was evidently very limited.  	0	1
1749	1749	I recently had problems where I could not stay connected for more than 10 minutes before being disconnected.	0	1
175	175	The only thing I did like was the prime rib and dessert section.	1	1
1750	1750	Love the margaritas, too!	1	1
1751	1751	The selection on the menu was great and so were the prices.	1	1
1752	1752	Needless to say, I won't be going back anytime soon.	0	1
1753	1753	Painful on the ear.	0	1
1754	1754	I liked it.  	1	1
1755	1755	Again, no plot at all.  	0	1
1756	1756	Duris has a wholesome appearance and gives a fine performance.  	1	1
1757	1757	The basic premise is wasted since it is sidelined by the inexplicable focus on the documentary crew.  	0	1
1758	1758	Plus, with the movie's rather modest budget and fast running time, it does an amazing job!  	1	1
1759	1759	The lighting is awful.  	0	1
176	176	don't waste your money.	0	1
1760	1760	"Hayao Miyazaki's latest and eighth film for Studio Ghibili, ""Gake No Ue No Ponyo"" (Ponyo on the Cliff by the Sea) is a wonderfully fun and imaginative look at childhood.  "	1	1
1761	1761	The cast is good.  	1	1
1762	1762	The wontons were thin, not thick and chewy, almost melt in your mouth.	1	1
1763	1763	Nice quality build, unlike some cheap s*** out there.	1	1
1764	1764	i got this phone around the end of may and i'm completely unhappy with it.	0	1
1765	1765	Horrible!  	0	1
1766	1766	Then scene where they debated whether or not to sack the trumpeter (who falsely was accused for the murder) is pure horror, really stupid.  	0	1
1767	1767	It was packed!!	0	1
1768	1768	You will leave the theater wanting to go out and dance under the stars.  	1	1
1769	1769	add betty white and jean smart and you have a great cast - everyone played their parts really well.  	1	1
177	177	Anyway, this FS restaurant has a wonderful breakfast/lunch.	1	1
1770	1770	My only complaint is the standard sound volume is a little low even when turned up to 5(of 5)	0	1
1771	1771	Bad Purchase.	0	1
1772	1772	I advise EVERYONE DO NOT BE FOOLED!	0	1
1773	1773	This movie was kind of long in length, but I enjoyed every minute of it.  	1	1
1774	1774	I had Verizon 2 years ago and really liked their service.	1	1
1775	1775	The pancake was also really good and pretty large at that.	1	1
1776	1776	Much less than the jawbone I was going to replace it with.	1	1
1777	1777	Never heard of any of them except Cole who was totally unbelievable in the part.  	0	1
1778	1778	Won't ever go here again.	0	1
1779	1779	An instant classic, with a great soundtrack and a catchy song during the ending credits.  	1	1
178	178	the phone was unusable and was not new.	0	1
1780	1780	I connected my wife's bluetooth,(Motorola HS850) to my phone and it worked like a charm whether the phone was in my pocket or the case.	1	1
1781	1781	Over rated.	0	1
1782	1782	Hell no will I go back	0	1
1783	1783	The battery is completely useless to me.	0	1
1784	1784	The noise shield is incrediable.	1	1
1785	1785	The sound quality is good and functionality is awesome.	1	1
1786	1786	The calls drop, the phone comes on and off at will, the screen goes black and the worst of all it stops ringing intermittently.	0	1
1787	1787	Not frightening in the least, and barely comprehensible.  	0	1
1788	1788	I am more than happy with this product.	1	1
1789	1789	I hate those things as much as cheap quality black olives.	0	1
179	179	The attempts at humor were pitiful and story is so awful it dosen't bear thinking about which basically involves a Vulcan stealing the Enterprise to find god (seriously) I just didn't care about any of this film and oh not to mention Uhura does a belly dance to distract male guards.  	0	1
1790	1790	I checked everywhere and there is no feature for it which is really disappointing.	0	1
1791	1791	Light weight, I hardly notice it is there.	1	1
1792	1792	"The scenes with the ""oh-so-mature"" neighbour-girl are a misplace.  "	0	1
1793	1793	The nachos are a MUST HAVE!	1	1
1794	1794	Not sure who was more lost - the flat characters or the audience, nearly half of whom walked out.  	0	1
1795	1795	Not only will it drain your player, but may also potentially fry it.	0	1
1796	1796	As for the service, I thought it was good.	1	1
1797	1797	I have to use the smallest earpieces provided, but it stays on pretty well.	1	1
1798	1798	It's pretty surprising that this wonderful film was made in 1949, as Hollywood generally had its collective heads in the sand concerning black and white issues at that time.  	1	1
1799	1799	The desserts were a bit strange.	0	1
18	18	Pretty cool I would say.	1	1
180	180	Case was more or less an extra that I originally put on but later discarded because it scratched my ear.	0	1
1800	1800	Think of the film being like a dream.  	1	1
1801	1801	After 3 months, screen just went black all of a sudden.	0	1
1802	1802	Also there are combos like a burger, fries, and beer for 23 which is a decent deal.	1	1
1803	1803	(My mother and brother had to do this)When I saw Robert Ryan portraying this type of man, it was a very good imitation of this type of individual, and I was impressed.  	1	1
1804	1804	High-quality chicken on the chicken Caesar salad.	1	1
1805	1805	Tied to charger for conversations lasting more than 45 minutes.MAJOR PROBLEMS!!	0	1
1806	1806	Battery charge-life is quite long.	1	1
1807	1807	I didn't know pulled pork could be soooo delicious.	1	1
1808	1808	The art style has the appearance of crayon/pencil drawings and is wonderfully colorful and fanciful.  	1	1
1809	1809	This is a stunning movie.  	1	1
181	181	All in all its an insult to one's intelligence and a huge waste of money.  	0	1
1810	1810	I'm using it with an iriver SPINN (with case) and it fits fine.	1	1
1811	1811	Seriously flavorful delights, folks.	1	1
1812	1812	It'll be a regular stop on my trips to Phoenix!	1	1
1813	1813	The headset fulfills my requirements so I am happy with my purchase.	1	1
1814	1814	Level 5 spicy was perfect, where spice didn't over-whelm the soup.	1	1
1815	1815	The Heart Attack Grill in downtown Vegas is an absolutely flat-lined excuse for a restaurant.	0	1
1816	1816	Portable and it works.	1	1
1817	1817	I highly recommend this device to everyone!	1	1
1818	1818	Never going back.	0	1
1819	1819	Not impressed.	0	1
182	182	While you don't yet hear Mickey speak, there are tons of sound effects and music throughout the film--something we take for granted now but which was a huge crowd pleaser in 1928.  	1	1
1820	1820	Obviously there is a problem with the adhesive.	0	1
1821	1821	It really is impressive that the place hasn't closed down.	0	1
1822	1822	The only reason to eat here would be to fill up before a night of binge drinking just to get some carbs in your stomach.	0	1
1823	1823	I can hear while I'm driving in the car, and usually don't even have to put it on it's loudest setting.	1	1
1824	1824	the movie is littered with overt racial slurs towards the black cast members and in return the whites are depicted as morons and boobs.  	0	1
1825	1825	This is a simple little phone to use, but the breakage is unacceptible.	0	1
1826	1826	It is a true classic.  	1	1
1827	1827	With the originality and freshness of the first movie now spent, this remake had little else to offer.  	0	1
1828	1828	He also came back to check on us regularly, excellent service.	1	1
1829	1829	The story line is totally predictable.  	0	1
183	183	Excellent product for the price.	1	1
1830	1830	It has everything you could want... suspense, drama, comedy, confusing subplots, native americans, brain eating... If you're looking for the be-all, end-all of brainsucking movies, look no further.  	1	1
1831	1831	His acting alongside Olivia De Havilland was brilliant and the ending was fantastic!  	1	1
1832	1832	I must say I have taped most of the episodes and i find myself watching them over and over again.  	1	1
1833	1833	Worst ever.	0	1
1834	1834	Works as described.	1	1
1835	1835	Needless to say, I wasted my money.	0	1
1836	1836	It's just lame.  	0	1
1837	1837	Great place to eat, reminds me of the little mom and pop shops in the San Francisco Bay Area.	1	1
1838	1838	When my mom and I got home she immediately got sick and she only had a few bites of salad.	0	1
1839	1839	I've dropped my phone more times than I can say, even on concrete and my phone is still great (knock on wood!).	1	1
184	184	I'm still trying to get over how bad it was.  	0	1
1840	1840	All of the tapas dishes were delicious!	1	1
1841	1841	Rip off---- Over charge shipping.	0	1
1842	1842	For the price on Amazon, it is an excellent product, which I would highly recommend.	1	1
1843	1843	We won't be going back.	0	1
1844	1844	I was very excited to get this headset because I thought it was really cute.	1	1
1845	1845	there is no real plot.  	0	1
1846	1846	The item received was Counterfeit.	0	1
1847	1847	the charger worked for about a week and then completely stopped charging my phone.	0	1
1848	1848	Ordered burger rare came in we'll done.	0	1
1849	1849	sucked, most of the stuff does not work with my phone.	0	1
185	185	Your brain will attempt to shut-down as part of a primal impulse of self-preservation.  	0	1
1850	1850	This place receives stars for their APPETIZERS!!!	1	1
1851	1851	The cast of veteran actors are more than just a nostalgia trip.  	1	1
1852	1852	Buttons are too small.	0	1
1853	1853	It is shameful.  	0	1
1854	1854	AN HOUR... seriously?	0	1
1855	1855	"I can barely ever hear on it and am constantly saying ""what?"""	0	1
1856	1856	You can't relate with them, hell you barely can understand them.  	0	1
1857	1857	It has all the features I want	1	1
1858	1858	Razr Battery - Good buy.	1	1
1859	1859	20th Century Fox's ROAD HOUSE 1948) is not only quite a silly noir but is an implausible unmitigated bore of a movie.  	0	1
186	186	The reception is excellent!	1	1
1860	1860	Overall, I like there food and the service.	1	1
1861	1861	I gave it 5 stars because of the sound quality.	1	1
1862	1862	I don't think I've ever gone to a movie and disliked it as much.  	0	1
1863	1863	See it.  	1	1
1864	1864	By the time the film ended, I not only disliked it, I despised it.  	0	1
1865	1865	) a happy, wonderful, feel good ending!  	1	1
1866	1866	Everything about this product is wrong.First	0	1
1867	1867	Best of all is the rotating feature, very helpful.	1	1
1868	1868	It Was So Cool.  	1	1
1869	1869	I'm happy about this purchase- good quality and low price.	1	1
187	187	The guy who said he's had better dialogue with his potted plants has it right.  	0	1
1870	1870	-My order was not correct.	0	1
1871	1871	Filmiing was less expansive.  	0	1
1872	1872	Service is perfect and the family atmosphere is nice to see.	1	1
1873	1873	Not good by any stretch of the imagination.	0	1
1874	1874	this place is good.	1	1
1875	1875	Their chow mein is so good!	1	1
1876	1876	I am not a filmmaker nor am I a director but I would hide my head in the sand if I'd spent whatever amount of money and time on this movie.  	0	1
1877	1877	This show is made for Americans - it is too stupid and full with hatred and clichés to be admitted elsewhere.  	0	1
1878	1878	Very unreliable service from T-mobile !	0	1
1879	1879	First of all, it doesn't wear well.	0	1
188	188	It definitely was not as good as my S11.	1	1
1880	1880	The memories are murky but I can only say that I enjoyed every single episode and product related to the show.  	1	1
1881	1881	And, FINALLY, after all that, we get to an ending that would've been great had it been handled by competent people and not Jerry Falwell.  	0	1
1882	1882	I hate writing bad reviews about films - especially those in which I really like the star - but this film is so bad I don't believe for one second that anyone could have been proud of it.  	0	1
1883	1883	The majority of the Logitech earbud headsets failed.	0	1
1884	1884	Gave up trying to eat any of the crust (teeth still sore).	0	1
1885	1885	Very good stuff for the price.	1	1
1886	1886	It was way over fried.	0	1
1887	1887	"Director Paul Matthews, who also wrote/directed the weak 1995 monster movie ""Grim"", clearly doesn't know how to pace his films.  "	0	1
1888	1888	It handles some tough issues with dignity and grace, and, of course, has (shocking spoiler here!  	1	1
1889	1889	"the food is not tasty at all, not to say its ""real traditional Hunan style""."	0	1
189	189	It didn't work, people can not hear me when I talk.	0	1
1890	1890	It fits my ear well and is comfortable on.	1	1
1891	1891	Good prices.	1	1
1892	1892	That's how I'd describe this painfully dreary time-waster of a film.  	0	1
1893	1893	Awsome Device Works Great!!.	1	1
1894	1894	Tonight I had the Elk Filet special...and it sucked.	0	1
1895	1895	You can't beat the price on these.	1	1
1896	1896	Clear crisp sound.	1	1
1897	1897	I will come back here every time I'm in Vegas.	1	1
1898	1898	Disappointed!.	0	1
1899	1899	Comfortable, Nice Range, Good Battery Life.	1	1
19	19	These products cover up the important light sensor above the ear outlet.	0	1
190	190	I am very happy	1	1
1900	1900	It wasn't busy at all and now we know why.	0	1
1901	1901	So they performed.	1	1
1902	1902	I have been very satisfied with this cell phone from day one.	1	1
1903	1903	That company is a joke.	0	1
1904	1904	I do not know if this was Emilio Estevez's directorial debut, but the pacing, the interplay and development of the characters as well as some clever camera work surrounding the character Estevez plays all suggest a natural eye.  	1	1
1905	1905	Nicest Chinese restaurant I've been in a while.	1	1
1906	1906	I'm so sorry but I really can't recommend it to anyone.  	0	1
1907	1907	I can't use this case because the smell is disgusting.	0	1
1908	1908	Great Phone.	1	1
1909	1909	A fantastic neighborhood gem !!!	1	1
191	191	Server did a great job handling our large rowdy table.	1	1
1910	1910	Ordered an appetizer and took 40 minutes and then the pizza another 10 minutes.	0	1
1911	1911	Thus far, have only visited twice and the food was absolutely delicious each time.	1	1
1912	1912	The food was very good.	1	1
1913	1913	What possesed me to get this junk, I have no idea...	0	1
1914	1914	This movie is excellent!Angel is beautiful and Scamp is adorable!His little yelps when hes scared,and the funniest parts are when:Scamp is caught under the curtain and when Angel and Scamp are singing 'Ive Never Had This Feeling Before'.I totally recommend this movie,its coming out on special edition on June 20.The cover has scamp on a garbage can and Angel underneath the lid.  	1	1
1915	1915	Non-linear narration thus many flashbacks and every part are articulated quite well.  	1	1
1916	1916	Frankly, after Cotton club and Unfaithful, it was kind of embarrassing to watch Lane and Gere in this film, because it is BAD.  	0	1
1917	1917	That's a huge design flaw (unless I'm not using it correctly, which I don't think is the case).	0	1
1918	1918	We had so much to say about the place before we walked in that he expected it to be amazing, but was quickly disappointed.	0	1
1919	1919	A good quality bargain.. I bought this after I bought a cheapy from Big Lots that sounded awful and people on the other end couldn't hear me.	1	1
192	192	This is just a great movie.  	1	1
1920	1920	Favorite place in town for shawarrrrrrma!!!!!!	1	1
1921	1921	The replacement died in a few weeks.	0	1
1922	1922	dont go here.	0	1
193	193	I started this review with two stars, but I'm editing it to give it only one.	0	1
194	194	This product is very High quality Chinese CRAP!!!!!!	0	1
195	195	This phone might well be the worst I've ever had in any brand.	0	1
196	196	Still it's quite interesting and entertaining to follow.  	1	1
197	197	I got this phone on reccomendation from a relative and I'm glad I did.	1	1
198	198	If there is a wind, it is completely useless.	0	1
199	199	He deserves 5 stars.	1	1
2	2	Then the film just dropped the ball.  	0	1
20	20	The script iswas there a script?  	0	1
200	200	I recently tried Caballero's and I have been back every week since!	1	1
201	201	I would highly recommend this product.	1	1
202	202	My friend loved the salmon tartar.	1	1
203	203	It was also the right balance of war and love.  	1	1
204	204	The place was fairly clean but the food simply wasn't worth it.	0	1
205	205	They could be used as exemplars for any set designer.  	1	1
206	206	Works great!.	1	1
207	207	the cast was great.  	1	1
208	208	I am not impressed with this and i would not recommend this item to anyone.	0	1
209	209	The script is a big flawed mess.  	0	1
21	21	first time there and might just be the last.	0	1
210	210	The only place good for this film is in the garbage.  	0	1
211	211	Setup went very smoothly.	1	1
212	212	I had the mac salad and it was pretty bland so I will not be getting that again.	0	1
213	213	Muddy, low quality sound, and the casing around the wire's insert was poorly super glued and slid off.	0	1
214	214	It was too predictable, even for a chick flick.  	0	1
215	215	Its not user friendly.	0	1
216	216	Fantastic food!	1	1
217	217	Just as good as when I had it more than a year ago!	1	1
218	218	Even if you love bad movies, do not watch this movie.  	0	1
219	219	She is as lovely as usual, this cutie!  	1	1
22	22	Awkward to use and unreliable.	0	1
220	220	Unfortunately it did not work.	0	1
221	221	Great case and price!	1	1
222	222	Excellently produced by one of Sci-fi's best producers Scot Vandiver !  	1	1
223	223	Krussel Always good.	1	1
224	224	Maybe it's just their Vegetarian fare, but I've been twice and I thought it was average at best.	0	1
225	225	How can that be?The audio quality is poor.	0	1
226	226	Overall, the film is interesting and thought-provoking.  	1	1
227	227	On the up side, their cafe serves really good food.	1	1
228	228	There was NOTHING believable about it at all.  	0	1
229	229	first of all, there are enough racial stereotypes and racial jokes to offend everyone.  	0	1
23	23	a drive thru means you do not want to wait around for half an hour for your food, but somehow when we end up going here they make us wait and wait.	0	1
230	230	Reaching for the bottom row is uncomfortable, and the send and end keys are not where I expect them to be.3.	0	1
231	231	Highly recommended A+  	1	1
232	232	I love the Scream movies and all horror movies and this one ranks way up there.  	1	1
233	233	The handsfree part works fine, but then the car tries to download the address book, and the Treo reboots.Overall, I still rate this device high.	1	1
234	234	Also, if your phone is dropped, this case is not going to save it, specially when dropped face down.	0	1
235	235	But this movie is definitely a below average rent.  	0	1
236	236	If you want to wait for mediocre food and downright terrible service, then this is the place for you.	0	1
237	237	This is probably the most irritating show I have ever seen in my entire life.  	0	1
238	238	Bought mainly for the charger, which broke soon after purchasing.	0	1
239	239	say bye bye to your tip lady!	0	1
24	24	Both great!	1	1
240	240	This place should honestly be blown up.	0	1
241	241	Happy so far!.	1	1
242	242	One of the most disappointing aspects is the lack of notable gore.  	0	1
243	243	It looks very nice.	1	1
244	244	We were sat right on time and our server from the get go was FANTASTIC!	1	1
245	245	The pizza tasted old, super chewy in not a good way.	0	1
246	246	I have purchased these for both family and friends, and all enjoy their clarity and ease of use	1	1
247	247	Food is way overpriced and portions are fucking small.	0	1
248	248	Also the music by Mark Snow is possibly the best score I've ever heard.  	1	1
249	249	Worse of all, he humiliated his worker right in front of me..Bunch of horrible name callings.	0	1
25	25	I loved the bacon wrapped dates.	1	1
250	250	The accompanied software is almost brilliant.	1	1
251	251	This is a great little item.	1	1
252	252	We asked for the bill to leave without eating and they didn't bring that either.	0	1
253	253	I rather enjoyed it.  	1	1
254	254	And the red curry had so much bamboo shoots and wasn't very tasty to me.	0	1
255	255	Victor McLaglen was even bad, and Brian DonLevy was almost unrecognizable.  	0	1
256	256	Maybe there would be a reasonable explanation for this atrocity.  	0	1
257	257	Seafood was limited to boiled shrimp and crab legs but the crab legs definitely did not taste fresh.	0	1
258	258	It was pretty gross!	0	1
259	259	Dessert: Panna Cotta was amazing.	1	1
26	26	We are so glad we found this place.	1	1
260	260	WARNING - DO NOT BUY!!.	0	1
261	261	It's also great to see that renowned silent screenwriter Frances Marion hasn't missed a step going from silent to sound.  	1	1
262	262	Plantronics Bluetooth Excelent Buy.	1	1
263	263	The acting was decidely wooden, though no worse than a period Universal B movie.  	0	1
264	264	Coming here is like experiencing an underwhelming relationship where both parties can't wait for the other person to ask to break up.	0	1
265	265	The staff are also very friendly and efficient.	1	1
266	266	Highly recommend for any one who has a blue tooth phone.	1	1
267	267	Gets the job done.	1	1
268	268	I got home to see the driest damn wings ever!	0	1
269	269	Everything about it is just bad.  	0	1
27	27	I have tried these cables with my computer and my iPod and it works just fine.	1	1
270	270	Overall I was not impressed and would not go back.	0	1
271	271	REALLY UGLY.	0	1
272	272	This item worked great, but it broke after 6 months of use.	0	1
273	273	I give Wirefly 1 star.I will contact Cingular/AT&T; and inform them of this practice.	0	1
274	274	The cast is always entertaining as usual.  	1	1
275	275	This was like the final blow!	0	1
276	276	No one at the table thought the food was above average or worth the wait that we had for it.	0	1
277	277	We got sitting fairly fast, but, ended up waiting 40 minutes just to place our order, another 30 minutes before the food arrived.	0	1
278	278	The chicken was deliciously seasoned and had the perfect fry on the outside and moist chicken on the inside.	1	1
279	279	The manager was the worst.	0	1
28	28	Great phone.	1	1
280	280	Freezes frequently4.	0	1
281	281	Not too screamy not to masculine but just right.  	1	1
282	282	Your servers suck, wait, correction, our server Heimer sucked.	0	1
283	283	What this film lacks is a convincing script.  	0	1
284	284	I checked out this place a couple years ago and was not impressed.	0	1
285	285	I was particularly pleased with the acting ability of Dwight Schultz.  	1	1
286	286	I love that they put their food in nice plastic containers as opposed to cramming it in little paper takeout boxes.	1	1
287	287	The instruction manual is lacking.	0	1
288	288	Great for iPODs too.	1	1
289	289	We definately enjoyed ourselves.	1	1
29	29	It's been my choice headset for years.Great sound; good volume; good noise cancellation.	1	1
290	290	The service was outshining & I definitely recommend the Halibut.	1	1
291	291	We won't be returning.	0	1
292	292	However, after seeing the short again after about 25 years, I was amazed at how timeless the film actually is.  	1	1
293	293	Bland... Not a liking this place for a number of reasons and I don't want to waste time on bad reviewing.. I'll leave it at that...	0	1
294	294	THAT one didn't work either.	0	1
295	295	My brother in law who works at the mall ate here same day, and guess what he was sick all night too.	0	1
296	296	I'm super pissd.	0	1
297	297	It presents a idyllic yet serious portrayal of the ups and downs of the characters lives.  	1	1
298	298	Display is excellent and camera is as good as any from that year.	1	1
299	299	putting the race card aside, lets look at the major flaw in the film: they destroy latifa's character.  	0	1
3	3	A very, very, very slow-moving, aimless movie about a distressed, drifting young man.  	0	1
30	30	Join the club and get awesome offers via email.	1	1
300	300	I really hope the team behind this movie makes more movies, and that they will continue to do so in their own, some kinda weird style.  	1	1
301	301	It was a great phone.	1	1
302	302	This one wants to surf on the small wave of space movies in 1998 (Deep Impact and Armageddon), and this one fails everywhere.  	0	1
303	303	This is a good battery, and it got here really fast.	1	1
304	304	This movie is a solid example of a bad plot and a very, very bad idea all the way.  	0	1
305	305	Soyo technology sucks.	0	1
306	306	awesome device.	1	1
307	307	No shifting, no bubbling, no peeling, not even a scratch, NOTHING!I couldn't be more happier with my new one for the Droid.	1	1
308	308	Due to this happening on every call I was forced to stop using this headset.	0	1
309	309	As always the evening was wonderful and the food delicious!	1	1
31	31	Before I go in to why I gave a 1 star rating please know that this was my third time eating at Bachi burger before writing a review.	0	1
310	310	The phone takes FOREVER to charge like 2 to 5 hours literally.	0	1
311	311	Go watch it!  	1	1
312	312	Phone is sturdy as all nokia bar phones are.	1	1
313	313	But the acting--even that of such professionals as Drago and Debbie Rochon--was terrible, the directing worse (perhaps contributory to the former), the dialog chimp-like, and the camera work, barely tolerable.  	0	1
314	314	Hot dishes are not hot, cold dishes are close to room temp.I watched staff prepare food with BARE HANDS, no gloves.Everything is deep fried in oil.	0	1
315	315	Think it over when you plan to own this one!This sure is the last MOTO phone for me!	0	1
316	316	Great product, fast shipping!.	1	1
317	317	This is cool because most cases are just open there allowing the screen to get all scratched up.	1	1
318	318	Echo Problem....Very unsatisfactory	0	1
319	319	I know this is not like the other restaurants at all, something is very off here!	0	1
32	32	My side Greek salad with the Greek dressing was so tasty, and the pita and hummus was very refreshing.	1	1
320	320	Works great, when my cat attacked the phone he scratched the protective strip instead of destroying the screen.	1	1
321	321	What a big waste of time.	0	1
322	322	I'm very disappointed with my decision.	0	1
323	323	Which are small and not worth the price.	0	1
324	324	Just don't know why they were so slow.	0	1
325	325	"It was extremely ""crumby"" and pretty tasteless."	0	1
326	326	We waited an hour for what was a breakfast I could have done 100 times better at home.	0	1
327	327	THey are so cool!	1	1
328	328	My fella got the huevos rancheros and they didn't look too appealing.	0	1
329	329	I don't know what kind it is but they have the best iced tea.	1	1
33	33	Good product, good seller.	1	1
330	330	They have a really nice atmosphere.	1	1
331	331	Unfortunately it's easy to accidentally activate them with the gentle-touch buttons if you accidentally touch the phone to your face while listening.	0	1
332	332	I received it quickly and it works great!!	1	1
333	333	They also now serve Indian naan bread with hummus and some spicy pine nut sauce that was out of this world.	1	1
334	334	don't waste your money and time.	0	1
335	335	Lobster Bisque, Bussell Sprouts, Risotto, Filet ALL needed salt and pepper..and of course there is none at the tables.	0	1
336	336	Not a weekly haunt, but definitely a place to come back to every once in a while.	1	1
337	337	I will not return.	0	1
338	338	i would advise to not purchase this item it never worked very well.	0	1
339	339	Incredible!.	1	1
34	34	"It felt too light and ""tinny.""."	0	1
340	340	I love this bluetooth!	1	1
341	341	Waiter was a jerk.	0	1
342	342	The servers are not pleasant to deal with and they don't always honor Pizza Hut coupons.	0	1
343	343	The attractive set used throughout most of the film is an eye-pleasing gem.  	1	1
344	344	The result is a film that just don't look right.  	0	1
345	345	This movie is possibly one of the most creative works of horror ever.  	1	1
346	346	If you look for authentic Thai food, go else where.	0	1
347	347	It's the one movie that never ceases to interest me, simply because it keeps me alert, as I try to attempt to decipher it's meanings.  	1	1
348	348	He is almost unbearable to watch on screen, he has little to no charisma, and terrible comedic timing.  	0	1
349	349	Probably not in a hurry to go back.	0	1
35	35	The waitress and manager are so friendly.	1	1
350	350	I would recommend this.	1	1
351	351	All the other cases I've tried normally fall apart after a few months but this one seems to be in for the long haul.	1	1
352	352	What I really like there is the crepe station.	1	1
353	353	In the summer, you can dine in a charming outdoor patio - so very delightful.	1	1
354	354	AFter the first charge kept going dead after 12 minutes.	0	1
355	355	Anyways, The food was definitely not filling at all, and for the price you pay you should expect more.	0	1
356	356	It's a great place and I highly recommend it.	1	1
357	357	The staff is great, the food is delish, and they have an incredible beer selection.	1	1
358	358	The eargels channel the sound directly into your ear and seem to increase the sound volume and clarity.	1	1
359	359	I won't try going back there even if it's empty.	0	1
