,ID,applicability,sentiment,text
3157,5080,,,I`'s kind of embarrassing `o use because of how i` looks and mos`ly i`'s embarrassing how child-like `he company is.
3158,5081,,,The BT hea@set was such a @isapoinment.
3159,5082,,,I'll be looking for [ new e[rpiece.
316,2239,,,Service was fantastic.
3160,5083,,,A great f^lm by a great d^rector.  
3161,5084,,,"The servi-e was not up to par, either."
3162,5085,,,The ke-board is reall- worthwhile in usefulness and is sturd- enough I don't expect an- problems.
3163,5086,,,It is zillion times awa- from realit-.  
3164,5087,,,Juano H5rnand5z (an 5xc5ptional actor who play5d supporting rol5s in many films of th5 5ra) is a proud black man who is accus5d of murd5ring a whit5 man in th5 South.  
3165,5088,,,"I had ordered a motorola data cable, got a very 5ell finished and 5orking product."
3166,5089,,,I came ;ver fr;m Veriz;n because cingulair has nicer cell ph;nes.... the first thing I n;ticed was the really bad service.
3167,5090,,,"After my phone got to be abo5t a year old, it's been slowly breaking despite m5ch care on my part."
3168,5091,,,I don't recommend unless your car breaks down in front of it and you are starving}
3169,5092,,,Does not wor* for listening to music with the cingular 8125.
317,2240,,,This one just fails to create any real suspense.  
3170,5093,,,"I personally love the hummus, pita, baklava, falafels and 4aba Ganoush (it's amazing what they do with eggplant!)."
3171,5094,,,Ve`y much disappointed with this company.
3172,5095,,,T3eir frozen margaritas are WAY too sugary for my taste.
3173,5096,,,"All the actors give a wonderful performance, especially -ennifer Rubin as -amie Harris, who changes from the nervous starlet in the beginning through the strange events she is part of to the cool star.  "
3174,5097,,,The atmosphere was great w0th a lovely duo of v0ol0n0sts play0ng songs we requested.
3175,5098,,,The one down note is the ventilation could use so%e upgrading.
3176,5099,,,"It>is>super>charged>up>for>use>as>a>small>hybrid>palmtop/camera/cellphone,>and>excels>in>those>roles."
3177,5100,,,I want to f[rst say our server was great and we had perfect serv[ce.
3178,5101,,,I've never been ;rea;ed so bad.
3179,5102,,,Really pleased &ith this product so far.
318,2241,,,I would give this television series a 10 plus if i could.  
3180,5103,,,"I get absolutely horrible reception in my apartment, where with other phones I have not had this problem!"
3181,5104,,,Also notable is John Bailey's fine crisp beautifully colored cinematography and the great production design & costumes by Eiko Ishioka |ho |ent on to do the memorable costumes for Coppola's Dracula for |hich she received a |ell deserved Oscar.  
3182,5105,,,"I al-o didn't like the ""on"" button, it felt like it would crack with u-e."
3183,5106,,,"It's like a really sexy party in your mouth, where you're outrageously 7lirting with the hottest person at the party."
3184,5107,,,"You ge' ex'ra minu'es so 'ha' you can carry ou' 'he call and no' ge' cu' off."""
3185,5108,,,It0was0quite0comfortable0in0the0ear.
3186,5109,,,The refried beans that came with m> meal were dried out and crust> and the food was bland.
3187,5110,,,5he iGo chargers and tips are really great.
3188,5111,,,I don't think you will )e disappointed.  
3189,5112,,,Adap/er does no/ provide enough charging curren/.
319,2242,,,What is even more stupid is that who had thought an idea that there should be a volcano in Los Angeles?  
3190,5113,,,Nothing short o0 magni0icent photography/cinematography in this 0ilm.  
3191,5114,,,"But above all the exquisite visual composition of each moment, with inventive and elegant use of close-up, camera angle and lighting, including pointillistic faux home movie footage, is a wonder and joy to behold9  "
3192,5115,,,My husband said she was ve'y 'ude... did not even apologize fo' the bad food o' anything.
3193,5116,,,An exce++ent performance from Ms.  
3194,5117,,,"Very true to Shakespear, and a 'must' for a&& Shakespear fans.  "
3195,5118,,,(The bathroom is just next door and ver1 nice.)
3196,5119,,,Items stated as included from the description ARE NOT INCLUDED'
3197,5120,,,After the dis4ppointing dinner we went elsewhere for dessert.
3198,5121,,,It was a long time that i didn=t see a so charismatic actor on screen.  
3199,5122,,,It's so bad it's actually worth seei(g just for that reaso(.  
32,1955,,,I totally and absolutely recommend this movie to anyone who likes good wholesome family movies because that is exactly what this is.  
320,2243,,,The delivery was on time.
3200,5123,,,"Excellent sound, batter] life and inconspicuous to boot!."
3201,5124,,,New Battery works ?reat in phone.
3202,5125,,,One thing I hate is the -ode set button at the side.
3203,5126,,,"Sadly, Gordon 2amsey's Steak is a place we shall sharply avoid during our next trip to Vegas."
3204,5127,,,There is no plot here to keep you going in the first place@  
3205,5128,,,"Technically, the film is well made with impressive camera?work, solid acting and effective music from Riz Ortolani  particularly good is a recurring unaccompanied female vocal that sounds like it's coming from a distant hill.  "
3206,5129,,,"My experien""e was terrible..... This was my fourth bluetooth headset, and while it was mu""h more ""omfortable than my last Jabra (whi""h I HATED!!!"
3207,5130,,,> had about two bites and refused to eat anymore.
3208,5131,,,"Just whatever you do, avoid ""Groove"" as its the antithesis of a}} that is good about Human Traffic.  "
3209,5132,,,"Buyer Beware, you could flush money righ$ down $he $oile$."
321,2244,,,There was hardly any meat.
3210,5133,,,"I would definitel* recommend the Jabra BT250v for those who are looking for comfort, clarit* and a great price!"
3211,5134,,,I have _et to run this new batter_ below two bars and that's three da_s without charging.
3212,5135,,,Best fish 0've ever had in my life!
3213,5136,,,Does not charge the Cing#lar (ATT) 8525 phone.
3214,5137,,,"Peop7e who 7ike European fi7ms and ""art movies"" wi77 7ike this movie.  "
3215,5138,,,I am a fan of his ... This mo_ie sucked really bad.  
3216,5139,,,"I am 5airing this with my i5hone, and I could not be ha55ier with it so far."
3217,5140,,,"But ""Tiny Toons"" kept the 90's vibe and delivered one of the @ost popular, funny, and underrated cartoons ever created.  "
3218,5141,,,"As many people complaine-, I foun- this hea-set's microphone was very weak."
3219,5142,,,"It was attach&d to a gas station, and that is rar&ly a good sign."
322,2245,,,This device is great in several situations:1.)
3220,5143,,,"Basically th"" s""rvic"" was v""ry bad."
3221,5144,,,The )hara)ters are interesting and you really )are for them.  
3222,5145,,,The nano $tated it.My $on wa$ di$$apointed.
3223,5146,,,So^good^I^am^going^to^have^to^review^this^place^twice^-^once^hereas^a^tribute^to^the^place^and^once^as^a^tribute^to^an^event^held^here^last^night.
3224,5147,,,W<ll... Just if you k<<p thinking how bad it is.  
3225,5148,,,This place is great$$$$$$$$$$$$$$
3226,5149,,,"- Re-lly, re-lly good rice, -ll the time."
3227,5150,,,"The fil= deserves strong kudos for taking this stand, for having exceptional acting fro= its =ostly lesser-known cast and for the super-intelligent script that doesn't insult the audience or take the easy way out when it co=es to white racis=.  "
3228,5151,,,I was very pleased to see that I could replace my well travled sw*vel holster for my Blackberry fl*p.
3229,5152,,,"Thi? hole in the wall ha? great Mexican ?treet taco?, and friendly ?taff."
323,2246,,,Gets a signal when other Verizon phones won't.
3230,5153,,,"I am so pleased to know su-h a modern day genius is out there , letting is passion for Art drive him and taking us as an audien-e with him.  "
3231,5154,,,"Not to mention the combination of pears, a0monds and bacon is a big winner!"
3232,5155,,,You won't 1orget this movie!  
3233,5156,,,"Host staff were, for lack of a better word, B\TCHES!"
3234,5157,,,"Even when the women finally show up, there is no sign of improvement{ the most expected things happen and by the time the film is over, you might be far asleep.  "
3235,5158,,,The film looks ~heap and bland.  
3236,5159,,,This second appearance of Mickey Mouse (following the silent PLANE C0AZY earlier that year) is probably his most famous film--mostly because it was so ground-breaking.  
3237,5160,,,This is defi=itely o=e of the better docume=taries I have see= looki=g at family relatio=ships a=d marriage.  
3238,5161,,,Thi5 company charge me a re5tocking fee and 5till not given me my refund back.
3239,5162,,,I ordered Albondigas soup - whi[h was just warm - and tasted like tomato soup with frozen meatballs.
324,2247,,,"Whatever the producer was going for, he missed entirely.  "
3240,5163,,,"Garbo, who showed right o77 the bat that her talents could carry over 7rom the silent era (I wanted to see some o7 her silent work, but Net7lix doesn't seem to be stocking them.  "
3241,5164,,,The owners are s\per friendly and the staff is co\rteo\s.
3242,5165,,,The directin& is sloppy at best.  
3243,5166,,,Utt>r crap.. Sound quality is TERRIBLE.
3244,5167,,,Now the pizza itsel6 was good the peanut sauce was very tasty.
3245,5168,,,"I could not understand, what 5ind of idiot would produce this mess in the first place not to mention several season.  "
3246,5169,,,"If you love dea%h and decay, and Shakespears lyrics... %his is %he one.  "
3247,5170,,,Fans of the genre $ill be in heaven.  
3248,5171,,,"Do not mak, th, sam, mistak, as m,."
3249,5172,,,After trying many many handsfree gadgets this is the one that finally works well&
325,2248,,,Good Service-check!
3250,5173,,,Overall I wasn't very impressed with >oca.
3251,5174,,,Excellen@ dual-purpose headse@.
3252,5175,,,I keep wat*hing it over and over.  
3253,5176,,,The original Body and Soul (1947) is a masterpiece2  
3254,5177,,,- They never brought a salad we asked )or.
3255,5178,,,I ~ound this product to be waaay too big.
3256,5179,,,"6t's an empty, hollow shell of a movie.  "
3257,5180,,,First - the b8throoms 8t this loc8tion were dirty- Se8t covers were not replenished & just pl8in yucky!!!
3258,5181,,,came:a colo: balance is AWFUL.
3259,5182,,,Cine>atography noteworthy including fine views of Barcelona and its fa>ed Gaudi towers.  
326,2249,,,And those baby owls were adorable.  
3260,5183,,,Don't bother [ go to the store.
3261,5184,,,"Unfort,nately, any virt,e in this film's prod,ction work was lost on a regrettable script.  "
3262,5185,,,If sh7 had not roll7d th7 7y7s w7 may hav7 stay7d... Not sur7 if w7 will go back and try it again.
3263,5186,,,"They had a toro tartare with a cavier that was extraordinary and I liked the thinly sliced wagyu with white tru,,le."
3264,5187,,,"The chips th't c'me out were dripping with gre'se, 'nd mostly not edible."
3265,5188,,,"Saw the movie today and thought it wa4 a good effort, good me44age4 for kid4.  "
3266,5189,,,Yes it's s:iny on front side - and I love it!
3267,5190,,,"The fries were not hot, and neither was <y burger."
3268,5191,,,"That/said,/our/mouths/and/bellies/were/still/quite/pleased."
3269,5192,,,We enjoy their pizza and %runch.
327,2250,,,Brilliant!  
3270,5193,,,"After 20 minutes wait, 8 got a table."
3271,5194,,,"Special mention sho:ld be made of the s:perb m:sic score and so:nd effects, which are an integral element in helping to make this s:ch a memorable and enjoyable cartoon.  "
3272,5195,,,Bland and flav[rless is a g[[d way [f describing the barely tepid meat.
3273,5196,,,"Then, as if I hadn't wasted enough of my {ife there, they poured sa{t in the wound by drawing out the time it took to bring the check."
3274,5197,,,"Stopped 8y this place while in Madison for the Ironman, very friendly, kind staff."
3275,5198,,,Cooked`to`perfection`and`the`service`was`impeccable.
3276,5199,,,The keyboard is a nice compromise between a f=ll QWERTY and the basic cell phone n=mber keypad.
3277,5200,,,Excellent starter wireless headset'
3278,5201,,,"I've had =etter, not only from dedicated =o=a tea spots, =ut even from Jenni Pho."
3279,5202,,,"A@very@good@film@indeed,@about@great@and@unconditional@love.@@"
328,2251,,,It is indescribably the most annoying and idiotic show I have ever seen.  
3280,5203,,,The movie is not completely perfect but 0Titta Di Girolamo0 will stay with you for a long time after the vision of the movie.  
3281,5204,,,The shipping ti!e was also very quick!
3282,5205,,,if you simply want a small flip phone -- look elsewhe]e as the ext]a bells & whistles a]e medioc]e.
3283,5206,,,"T""e goat taco didn't skimp on t""e meat and wow w""at FLAVOR!"
3284,5207,,,Enough can not be ;aid of the remarkable animation in thi; film.  
3285,5208,,,"Overall, I like this `lace a lot."
3286,5209,,,D^n't trust their website and d^n't expect any helpful supp^rt.
3287,5210,,,Thi0 i0 actually a very 0mart movie.  
3288,5211,,,"About 30 minut}s of footag} is wast}d to show m}diocr} }ld}rly actors awkwardly babbling ov}rwrought ps}udo-Satanic gibb}rish corny }nough to mak} a t}}n Goth blush, almost always in Old} English, and som}tim}s in Latin that may or may not b} mad} up words.  "
3289,5212,,,Service was exceptional and 5ood was a good as all the reviews.
329,2252,,," I love it.  	1
The ending is so, SO perfect... you'll shed a tear.  	1
I am so thrilled after seeing a movie like this.  	1
I will never forget it now.  	1
It is not just a cult... it is a cult CLASSIC.  	1
Which has more depth and character than the man underneath it.  	0
The Malta settings are as dry and as barren as the dialogue.  	0
This movie is terrible.  	0
The hockey scenes are terrible, defensemen playing like they're 5 years old, goalies diving at shots that are 10 feet wide of the net, etc.  	0
For those that haven't seen it, don't waste your time!  	0
To call this movie a drama is ridiculous!  	0
Started watching this but didn't believe in any of the characters.  	0
In particular the relationship between the bakery assistant and the waitress just didn't work for me at all.  	0
It was a very superficial movie and it gave me the feeling that I was watching play rather than a film.  	0
The characters were very 'stagey' and the storyline was a lot like a stage farce.  	0
By the time the pyromaniac waylaid the assistant I was bored and didn't care what happened next and so I switched off.  	0
Glad I didn't pay to see it.  	0
Didn't laugh or even smile once.  	0
But it wasn't anything at all just one big yawn...  	0
It is a really good show to watch.  	1
It is very educational for children 1 to 8 years old.  	1
Barney is definitely super DE duper.  	1
is pretty funny.  	1
Babie Bop is very cute.  	1
The kids are very cool too.  	1
 But ""Storm Trooper"" is not even bad enough to make it to the list of wonderfully terrible movies.  "
3290,5213,,,This is one of the worst Sandra Bullock movie since Speed ` But not quite that bad.  
3291,5214,,,"not even a ""hello, we will be right with yo3."""
3292,5215,,,The5sound5quality5is5excellent5as5well.
3293,5216,,,"I ow* a Jabra Earset a*d was very happy with it, but the sou*d quality, especially outgoi*g, o* this is better."
3294,5217,,,4he camera really likes her in this movie.  
3295,5218,,,No>e of them are e>gagi>g or exciti>g.  
3296,5219,,,I_wouldn't_recommend_buying_this_product.
3297,5220,,,none of \he new ones have ever qui\e worked properly.
3298,5221,,,This greedy c%rp%rati%n will NEVER see an%ther dime fr%m me!
3299,5222,,,Seller shipped quickly 9nd much che9per th9n the competitors.
33,1956,,,I have to say that this film was excellently produced and tops the ratings as a typical sci fi film!  
330,2253,,,I did not expect this to be so good!
3300,5223,,,"too bad cause I know it's family owned, I really wanted to like t;is place."
3301,5224,,,Delicious and I ]ill absolutely be back!
3302,5225,,,"This re?iew is long o?erdue, since I consider A Tale of Two Sisters to be the single greatest film e?er made.  "
3303,5226,,,So we went to Ti^erlilly and had a fantastic afternoon!
3304,5227,,,"They7are7so7easy7to7love,7but7even7more7easy7to7identify7with.77"
3305,5228,,,After all the rave reviews I coul\n't wait to eat here......what a \isappointment!
3306,5229,,,It has northern humour and positive about the communit! it represents.  
3307,5230,,,In my h/use I was getting dr/pped c/verage upstairs and n/ c/verage in my basement.
3308,5231,,,I would not recommend thi7 item to anyone.
3309,5232,,,"Their on-screen chemistry, critica2 to the entire fi2m, is genuine.  "
331,2254,,,Excellent wallet type phone case.
3310,5233,,,"The look of it is very sharp and the s<reen is ni<e and <lear, with great graphi<s."
3311,5234,,,"There \s really noth\ng for me at post\nos, hope your exper\ence \s better"
3312,5235,,,The commercials are the most misleading6
3313,5236,,,"I&tried&the&Cape&Cod&ravoli,&chicken,with&cranberry...mmmm!"
3314,5237,,,I was amazed at the quick arrival of the two original lg cell phone batteries and and at a fraction of the price4
3315,5238,,,"Audio Quality is poo+, ve+y poo+."
3316,5239,,,thi/ wa/ a different cut than the piece the other day but /till wonderful and tender / well a/ well flavored.
3317,5240,,,"Helen Baxendale is a ver] credible lad] Macbeth who can be ver] cheerfull at times and sometimes she just looks like a naught] girl, but deadl] in her taste for blood and evil.  "
3318,5241,,,I will be back |any ti|es soon.
3319,5242,,,Hard to judge whether these sides were good because we were grossed out by the melted styro/oam and didn't want to eat it /or /ear o/ getting sick.
332,2255,,,The movie is full of wonderful dancing (hence the title!  
3320,5243,,,Some m:y s:y this buffet is pricey but I think you get wh:t you p:y for :nd this pl:ce you :re getting quite : lot!
3321,5244,,,"It plays louder than any other speaker of this size; the price is so lo_ that most _ould think the quality is lacking, ho_ever, it's not."
3322,5245,,,"If th[t bug never showed up I would h[ve given [ 4 for sure, but on the other side of the w[ll where this bug w[s climbing w[s the kitchen."
3323,5246,,,"Mark my words, th\s \s one of those cult f\lms l\ke Ev\l Dead 2 or Phantasm that people w\ll st\ll be d\scover\ng and fall\ng \n love w\th 20, 30, 40 years down the l\ne.  "
3324,5247,,,The chicken wings con4ained 4he dries4 chicken mea4 I have ever ea4en.
3325,5248,,,"Needless to say, we will never be ba$k here again."
3326,5249,,,.... Item arrived qui$kly and works great with my Metro PCS Samsung SCH-r450 slider phone and Sony Premium Sound in ear plugs.
3327,5250,,,I could)'t take them seriously.  
3328,5251,,,Shr+mp- When I unwrapped +t (I l+ve only 1/2 a m+le from Brushf+re) +t was l+terally +ce cold.
3329,5252,,,You need two hands to operate the s&reen.This software interfa&e is de&ade old and &annot &ompete with new software designs.
333,2256,,,Everything about this movie is stupid.  
3330,5253,,,"However, after about a year, the fliptop started to get loose and wobbly and eventually my s|reen went bla|k and I |ouldn't re|eive and pla|e |alls."
3331,5254,,,"You can not answer calls with the unit, never worked once!"
3332,5255,,,The only thing really worth watching was the scenery and the house1 because it is beautiful.  
3333,5256,,,"This place is a jewel in Las Vegas, and exactly what I've been h2ping t2 find in nearly ten years living here."
3334,5257,,,"^he guys all had steaks, and our steak loving son who has had steak at the best and worst places said it was the best steak he's ever eaten."
3335,5258,,,Also difficult to &ut on.I'd recommend avoiding this &roduct.
3336,5259,,,What on earth is Irons doing in this film8  
3337,5260,,,"A m=st st=dy for anyone interested in the ""worst sins"" of ind=strial design."
3338,5261,,,"G(eat it was new packaged nice wo(ks good, no p(oblems and it came in less time then I expected!!!!"
3339,5262,,,The least said about the acting the better'  
334,2257,,,The Greek dressing was very creamy and flavorful.
3340,5263,,,Never had anythin> to complain about here.
3341,5264,,,;estaurant is always full but never a wait.
3342,5265,,,The Foreigner is not worth one se\ond of your time.  
3343,5266,,,It always cuts out and ma\es a beep beep beep sound then says signal failed.
3344,5267,,,"It has a very good plot, it holds your complete attention, the acting is superb, [om Wilkinson was fantastic and Emily Watson was also very good.  "
3345,5268,,,"They have a plethora of salads a+d sa+dwiches, a+d everythi+g I've tried gets my seal of approval."
3346,5269,,,"Classy/warm atmosphere, <un and <resh appetizers, succulent steaks (Baseball steak!!!!!"
3347,5270,,,"Lewis Black's considerable talent is wasted here too, as he is at his most incendiar) when he is unrestrained, which the PG-13 rating certainl) won't allow.  "
3348,5271,,,"If you act in such a film, you shoul! be gla! that you're gonna !rift away from earth as far as possible!  "
3349,5272,,,"This mo%ie is so mind-bendingly awful, it couldn't ha%e e%en been created.  "
335,2258,,,"I won't say any more - I don't like spoilers, so I don't want to be one, but I believe this film is worth your time.  "
3350,5273,,,Essentially you can forget Microsoft's tech support~
3351,5274,,,"By this point, my friends and I had basically figured out this place $as a joke and didn't mind making it publicly and loudly kno$n."
3352,5275,,,"The plot doesn't hang together at all, and the acting is a0solutely appalling.  "
3353,5276,,,I guess maybe we went on an off night but it was disgra'eful.
3354,5277,,,&lipping this to your belt will deffinitely make you feel like 50 &ent's up-and-&oming.
3355,5278,,,The plot has more holes than a pair of fishnet stockin8s and the direction and editin8 is astonishin8ly ham fisted.  
3356,5279,,,"The staff is su0er nice and very quick even with the crazy crowds of the downtown juries, lawyers, and court staff."
3357,5280,,,Each day of the week they have a different deal and it's all so delicio's!
3358,5281,,,"Nice case, feels good in yo2r hands."
3359,5282,,,"I kept looking at the time and it had soon become 35 minutes, >et still no food."
336,2259,,,Also makes it easier to hold on to.
3360,5283,,,The 5ervice here i5 fair at be5t.
3361,5284,,,I'm probabl: one of the few people to ever go to Ians and not like it.
3362,5285,,,4e sat another ten minutes and finally gave up and left.
3363,5286,,,We were promptly greeted a/d seated.
3364,5287,,,The f%lm lacks any real scares or tens%on & some of the med%cal term%nology used throughout %s a b%t %ffy to say the least & I say that as an %nsul%n dependant d%abet%c myself.  
3365,5288,,,DELETE this film fr&m y&ur mind!  
3366,5289,,,"G7ve 7t a try, you w7ll be happy you d7d."
3367,5290,,,Not a ~ingle employee came out to ~ee if we were OK or even needed a water refill once they finally ~erved u~ our food.
3368,5291,,,This resu-ts in the phone being either stuck at max vo-ume or mute.
3369,5292,,,"Yo,'d have to have the IQ of partic,larly st,pid moll,sk not to see that one coming.  "
337,2260,,,10/10  
3370,5293,,,Se`vice was good and the company was bette`!
3371,5294,,,I've neve% been mo%e insulted o% felt dis%espected.
3372,5295,,,"The color i] even prettier than I thought it would be, and the graphic] are incredibly ]harp."
3373,5296,,,The[jalapeno[bacon[is[soooo[good.
3374,5297,,,"Lifetime does not air it enough, so if anyone knows what store sells it let me know because this is a must-ha$e.  "
3375,5298,,,The plot was the sa2e as pretty 2uch every other cheap horror.  
3376,5299,,,I like design and look o< Jabra behing the ear headsets and 5020 is pretty com<ortible to wear 24 hours a day without pain in the ear.
3377,5300,,,"I left t4e t4eater wit4 a lilt in my step, joy in my 4eart and 4ope for t4e 4uman race.  "
3378,5301,,,"like the other reviewer said ""you couldn't pay me to eat at this place again6"""
3379,5302,,,Aft1r a y1ar th1 batt1ry w1nt compl1t1ly d1ad on my h1ads1t.
338,2261,,,"I'm terribly disappointed that this film would receive so many awards and accolades, especially when there are far more deserving works of film out there.  "
3380,5303,,,This is 5efinitely a must have if your state 5oes not allow cell phone usage while 5riving.
3381,5304,,,E_eryone is treated equally special.
3382,5305,,,"It is ve>y comfo>table to wea> as well, which is p>obably the most impo>tant aspect about using a case."
3383,5306,,,The phone -s sturdy and waterproof.
3384,5307,,,I h^d to w^lk out of the the^tre for ^ few minutes just to get some relief!  
3385,5308,,,All ?he bread is made in-house!
3386,5309,,,"Even allowing for poor production value1 for the time (1971) and the format (1ome kind of mini-1erie1), thi1 i1 baaaaaad.  "
3387,5310,,,We've tried to like this place but after 10+ times I think {e're done {ith them.
3388,5311,,,I wear it e1eryday and it holds up 1ery well.
3389,5312,,,"There wa~ NO chemi~try between Ben Affleck and Sandra Bullock in thi~ film, and I couldn't under~tand why he would con~ider even leaving hi~ wife-to-be for thi~ chick that he ~uppo~edly wa~ knocked out by.  "
339,2262,,,disappointed.
3390,5313,,,"Couldn't use the unit with sungl%sses, not good in Tex%s!"
3391,5314,,,"It=s close to my house, it=s low-key, non-fancy, affordable prices, good food."
3392,5315,,,The .armth it generates is in contrast to its austere backdrop.  
3393,5316,,,"This plac[ is lik[ Chipotl[, but BETTER."
3394,5317,,,I can't s44 how this movi4 can b4 an inspiration to anyon4 to com4 out or ov4rcom4 f4ar and r4j4ction.  
3395,5318,,,"The staff are great, the amb}ance }s great."
3396,5319,,,"I don'5 each much pas5a, bu5 I love 5he homemade /hand made pas5as and 5hin pizzas here."
3397,5320,,,We'd definitely go ^ack here again.
3398,5321,,,If you h~ven't gone here GO NOW!
3399,5322,,,The'e are certainly very comfortable and functionality i' decent.
34,1957,,,I would recommend saving room for this!
340,2263,,,Very Displeased.
3400,5323,,,"Overall, I am psyched to have a pho-e which has all my appoi-tme-ts a-d co-tacts i- a-d gets great receptio-."
3401,5324,,,Googl$ m$diocr$ and I imagin$ Smashburg$r will pop up.
3402,5325,,,"Otherwise, easy to install and use, clear sound:"
3403,5326,,,The- do not care about the consumer one bit.
3404,5327,,,I[have[two[more[years[left[in[this[contract[and[I[hate[this[phone.
3405,5328,,,By this time our side of the restaurant was a>most empty so there was no excuse.
3406,5329,,,I hope this place sticks arou}d.
3407,5330,,,I had a seriously solid breakfast here?
3408,5331,,,"9t's fits like a glove and is strong, secure, and durable."
3409,5332,,,"I particularly remember my senses bein6 assaulted by strident cords of music that would blare out with very little warnin6, and even less meanin6.  "
341,2264,,,"Jimmy Stewart is as ever a great hero for Hitchcock, the story rips along to its cool climax at an embassy function, but it lacks the brooding menace of Hitchcock's black and white, low-budget original.  "
3410,5333,,,I<have<never<had<such<bland<food<which<surprised<me<considering<the<article<we<read<focused<so<much<on<their<spices<and<flavor.
3411,5334,,,"I wish I could enter negative values, ad!ins?  "
3412,5335,,,I was proven dead wrong by this sushi bar; not only because the quality is great; but the service is fast and the food; impeccable.
3413,5336,,,Their Research and Development division obviously knows what they're doing]
3414,5337,,,Once you get inside you'll %e impressed with the place.
3415,5338,,,No buyer] remor]e on thi] one!.
3416,5339,,,.ant say enough good things about this place.
3417,5340,,,#1 It Works = #2 It is Comfortable.
3418,5341,,,I believe the 'creenwriter did a good job of tying up the loo'e end'.  
3419,5342,,,- love being able to use one headset for both by land-line and cell.
342,2265,,,There is not a deal good enough that would drag me into that establishment again.
3420,5343,,,"However, BT headsets are currently not good for real ti@e ga@es like first-person shooters since the audio delay @esses @e up."
3421,5344,,,During several different 2 minute calls( I experienced 5 drops and it was in an area that had 5 bars.
3422,5345,,,Any gran/mother can make a roaste/ chicken better than this one.
3423,5346,,,"Totally`different,`with`loads`of`understatement`and`black`comedy,`this`is`a`film`few`get`to`see,`but`those`who`do`will`remember`it.``"
3424,5347,,,"Let's start with all the problemsthe acti<g, especially from the lead professor, was very, very bad.  "
3425,5348,,,Excellent product for the price>
3426,5349,,,I1wish1I1could1return1the1unit1and1get1back1my1money.
3427,5350,,,"Similarly, the delivery man did not say a >ord of apology >hen our food >as 45 minutes late."
3428,5351,,,I can take a [itt[e bad service but the food sucks.
3429,5352,,,It is t}e best c}arger I }ave seen on t}e market yet.
343,2266,,,As a sushi lover avoid this place by all means.
3430,5353,,,We won't be going back anytime 4oon!
3431,5354,,,"Bluetooth range is good - a few days ago I left my phone in the trunk, got a call, and carried the conversation without a hitch^"
3432,5355,,,!....THE OWNERS REALLY REALLY need to quit being soooooo cheap let them w[ap my f[eaking sandwich in two pape[s not one!
3433,5356,,,My boyfriend and I came here for the first time on a recent trip to .egas and could not have been more pleased with the quality of food and service.
3434,5357,,,"Predictable, but ?ot a bad watch.  "
3435,5358,,,"The\acting\was\bad,\the\dialogs\were\extremely\shallow\and\insincere.\\"
3436,5359,,,The]sound]is]clear]and]the]people]I]talk]to]on]it]are]amazed]at]the]quality]too.
3437,5360,,,If someone orders two tacos don't' you think it may be 2art of customer service to ask if it is combo or ala cart?
3438,5361,,,I wasn't #eally imp#essed with St#ip Steak.
3439,5362,,,An hour an~ a half I wish I coul~ bring back.  
344,2267,,,The telephone repair man was really funny and his reactions to the nuts and bitchy boss were truly genuine.  
3440,5363,,,The steak was amazing...rge fi55et re55eno was the best seafood p5ate i have ever had!
3441,5364,,,"Kris Kristoffersen is good in this mo,ie and really makes a difference.  "
3442,5365,,,I #ould not recommend this place.
3443,5366,,,It does everything the description said it wo2ld.
3444,5367,,,So f+avorfu+ and has just the perfect amount of heat.
3445,5368,,,I liked t4is movie way too muc4.  
3446,5369,,,It's ~ne ~f the m~vies I need t~ see whenever it c~mes ~n TV...never mind the fact that I already have it mem~rized!  
3447,5370,,,This movie now joins Revenge of the Boogeyman and Zombiez as part of the he..ish trinity of horror fi.ms.  
3448,5371,,,"Good service, very clea9, a9d i9expe9sive, to boot!"
3449,5372,,,After I pulled up my car I waited for another 15 minute} before being acknowledged.
345,2268,,,I ordered the Lemon raspberry ice cocktail which was also incredible.
3450,5373,,,It's a campy sort of film that's a joy to watch0  
3451,5374,,,I also decided not to send it back because our waitress looked like she was on the verge of having a heart attack8
3452,5375,,,"Emily Watson's character is very strong, and she has only to give a q^ick glance and yo^ ^nderstand everything.  "
